geo,time,se_prm_prsl_zs
vnm,2014,95.96009
vut,1993,71.87649
vut,1999,68.91045
vut,2006,73.51261
vut,2007,77.32954
vut,2008,71.45201
vut,2019,84.76444
wsm,1994,92.71208
wsm,1995,81.90209
wsm,1996,83.25385
wsm,1999,90.00394
wsm,2000,90.56992
wsm,2002,89.7105
wsm,2003,88.21533
wsm,2004,85.21653
wsm,2005,84.72768
wsm,2006,88.18828
wsm,2010,76.57059
wsm,2011,89.95051
wsm,2014,90.6861
wsm,2015,93.25994
wsm,2016,86.81289
wsm,2017,85.60533
wsm,2018,93.33983
wsm,2019,88.57825
yem,2001,68.79752
yem,2002,70.10374
yem,2003,67.25597
yem,2004,59.49761
yem,2012,69.47104
zaf,1990,67.94577
zaf,1998,69.91797
zaf,1999,57.4523
zaf,2001,80.07261
zaf,2002,78.69915
zaf,2003,76.98593
zaf,2015,79.69695
zaf,2017,89.70417
zaf,2018,96.59701
zmb,1972,67.05021
zmb,1974,66.67285
zmb,1976,74.72851
zmb,1977,74.24259
zmb,1980,78.66201
zmb,1985,80.03881
zmb,1998,63.64411
zmb,1999,66.32726
zmb,2001,82.57164
zmb,2005,75.00605
zmb,2006,74.19322
zmb,2007,77.66496
zmb,2008,53.12214
zmb,2009,69.89795
zmb,2012,55.48901
zwe,1983,73.53956
zwe,1998,71.29197
zwe,2001,48.30203
zwe,2002,62.07206
zwe,2012,76.92688
zwe,2015,81.13085
zwe,2016,79.80641
zwe,2017,83.19054
zwe,2018,85.33676
zwe,2019,87.57015
