geo,time,sp_dyn_tfrt_in
gnb,1970,6.041
gnb,1971,6.06
gnb,1972,6.078
gnb,1973,6.098
gnb,1974,6.12
gnb,1975,6.15
gnb,1976,6.192
gnb,1977,6.249
gnb,1978,6.32
gnb,1979,6.401
gnb,1980,6.487
gnb,1981,6.569
gnb,1982,6.64
gnb,1983,6.694
gnb,1984,6.727
gnb,1985,6.739
gnb,1986,6.734
gnb,1987,6.717
gnb,1988,6.693
gnb,1989,6.663
gnb,1990,6.627
gnb,1991,6.582
gnb,1992,6.526
gnb,1993,6.458
gnb,1994,6.381
gnb,1995,6.294
gnb,1996,6.201
gnb,1997,6.105
gnb,1998,6.009
gnb,1999,5.913
gnb,2000,5.82
gnb,2001,5.73
gnb,2002,5.641
gnb,2003,5.555
gnb,2004,5.47
gnb,2005,5.389
gnb,2006,5.312
gnb,2007,5.241
gnb,2008,5.174
gnb,2009,5.11
gnb,2010,5.049
gnb,2011,4.987
gnb,2012,4.923
gnb,2013,4.855
gnb,2014,4.783
gnb,2015,4.708
gnb,2016,4.631
gnb,2017,4.553
gnb,2018,4.476
gnb,2019,4.402
gnb,2020,4.331
gnq,1960,5.653
gnq,1961,5.661
gnq,1962,5.673
gnq,1963,5.69
gnq,1964,5.711
gnq,1965,5.734
gnq,1966,5.756
gnq,1967,5.776
gnq,1968,5.791
gnq,1969,5.802
gnq,1970,5.808
gnq,1971,5.808
gnq,1972,5.805
gnq,1973,5.8
gnq,1974,5.795
gnq,1975,5.791
gnq,1976,5.791
gnq,1977,5.795
gnq,1978,5.804
gnq,1979,5.817
gnq,1980,5.835
gnq,1981,5.856
gnq,1982,5.88
gnq,1983,5.903
gnq,1984,5.926
gnq,1985,5.946
gnq,1986,5.962
gnq,1987,5.974
gnq,1988,5.982
gnq,1989,5.986
gnq,1990,5.987
gnq,1991,5.985
gnq,1992,5.984
gnq,1993,5.981
gnq,1994,5.978
gnq,1995,5.971
gnq,1996,5.96
gnq,1997,5.941
gnq,1998,5.914
gnq,1999,5.878
gnq,2000,5.834
gnq,2001,5.785
gnq,2002,5.731
gnq,2003,5.675
gnq,2004,5.618
gnq,2005,5.559
gnq,2006,5.498
gnq,2007,5.433
gnq,2008,5.363
gnq,2009,5.288
gnq,2010,5.209
gnq,2011,5.126
gnq,2012,5.04
gnq,2013,4.952
gnq,2014,4.863
gnq,2015,4.774
gnq,2016,4.686
gnq,2017,4.599
gnq,2018,4.513
gnq,2019,4.429
gnq,2020,4.346
grc,1960,2.23
grc,1961,2.13
grc,1962,2.16
grc,1963,2.14
grc,1964,2.24
grc,1965,2.25
grc,1966,2.32
grc,1967,2.45
grc,1968,2.42
grc,1969,2.36
grc,1970,2.4
grc,1971,2.32
grc,1972,2.32
grc,1973,2.27
grc,1974,2.38
grc,1975,2.33
grc,1976,2.35
grc,1977,2.27
grc,1978,2.28
grc,1979,2.26
grc,1980,2.23
grc,1981,2.09
grc,1982,2.03
grc,1983,1.94
grc,1984,1.83
grc,1985,1.67
grc,1986,1.6
grc,1987,1.5
grc,1988,1.5
grc,1989,1.4
grc,1990,1.39
grc,1991,1.37
grc,1992,1.36
grc,1993,1.32
grc,1994,1.33
grc,1995,1.28
grc,1996,1.26
grc,1997,1.27
grc,1998,1.24
grc,1999,1.23
grc,2000,1.25
grc,2001,1.25
grc,2002,1.28
grc,2003,1.29
grc,2004,1.31
grc,2005,1.34
grc,2006,1.4
grc,2007,1.41
grc,2008,1.5
grc,2009,1.5
grc,2010,1.48
grc,2011,1.4
grc,2012,1.34
grc,2013,1.29
grc,2014,1.3
grc,2015,1.33
grc,2016,1.38
grc,2017,1.35
grc,2018,1.35
grc,2019,1.34
grc,2020,1.34
grd,1960,6.743
grd,1961,6.627
grd,1962,6.442
grd,1963,6.196
grd,1964,5.906
grd,1965,5.597
grd,1966,5.3
grd,1967,5.04
grd,1968,4.835
grd,1969,4.69
grd,1970,4.604
grd,1971,4.561
grd,1972,4.537
grd,1973,4.512
grd,1974,4.479
grd,1975,4.436
grd,1976,4.385
grd,1977,4.337
grd,1978,4.299
grd,1979,4.269
grd,1980,4.251
grd,1981,4.244
grd,1982,4.243
grd,1983,4.245
grd,1984,4.243
grd,1985,4.231
grd,1986,4.2
grd,1987,4.146
grd,1988,4.068
grd,1989,3.966
grd,1990,3.842
grd,1991,3.701
grd,1992,3.551
grd,1993,3.401
grd,1994,3.254
grd,1995,3.116
grd,1996,2.988
grd,1997,2.87
grd,1998,2.762
grd,1999,2.666
grd,2000,2.582
grd,2001,2.512
grd,2002,2.455
grd,2003,2.409
grd,2004,2.373
grd,2005,2.344
grd,2006,2.321
grd,2007,2.301
grd,2008,2.282
grd,2009,2.262
grd,2010,2.24
grd,2011,2.217
grd,2012,2.194
grd,2013,2.171
grd,2014,2.148
grd,2015,2.126
grd,2016,2.104
grd,2017,2.083
grd,2018,2.063
grd,2019,2.042
grd,2020,2.023
grl,1975,2.345
grl,1976,2.255
grl,1977,2.349
grl,1978,2.197
grl,1979,2.187
grl,1980,2.435
grl,1981,2.332
grl,1982,2.236
grl,1983,2.054
grl,1984,2.107
grl,1985,2.241
grl,1986,2.044
grl,1987,2.083
grl,1988,2.317
grl,1989,2.299
grl,1990,2.444
grl,1991,2.421
grl,1992,2.607
grl,1993,2.578
grl,1994,2.527
grl,1995,2.512
grl,1996,2.493
grl,1997,2.69
grl,1998,2.457
grl,1999,2.415
grl,2000,2.329
grl,2001,2.51
grl,2002,2.566
grl,2003,2.372
grl,2004,2.415
grl,2005,2.377
grl,2006,2.256
grl,2007,2.299
grl,2008,2.247
grl,2009,2.359
grl,2010,2.195
grl,2011,2.117
grl,2012,2.019
grl,2013,2.077
grl,2014,2.037
grl,2015,2.01
grl,2016,2
grl,2017,2.09
grl,2018,2
grl,2019,2.08
grl,2020,2.019
gtm,1960,6.896
gtm,1961,6.859
gtm,1962,6.824
gtm,1963,6.794
gtm,1964,6.767
gtm,1965,6.744
gtm,1966,6.724
gtm,1967,6.705
gtm,1968,6.685
gtm,1969,6.664
gtm,1970,6.642
gtm,1971,6.62
gtm,1972,6.599
gtm,1973,6.578
gtm,1974,6.558
gtm,1975,6.535
gtm,1976,6.51
gtm,1977,6.48
gtm,1978,6.443
gtm,1979,6.399
gtm,1980,6.342
gtm,1981,6.271
gtm,1982,6.185
gtm,1983,6.086
gtm,1984,5.977
gtm,1985,5.865
gtm,1986,5.757
gtm,1987,5.658
gtm,1988,5.572
gtm,1989,5.5
gtm,1990,5.437
gtm,1991,5.38
gtm,1992,5.32
gtm,1993,5.252
gtm,1994,5.174
gtm,1995,5.087
gtm,1996,4.993
gtm,1997,4.895
gtm,1998,4.797
gtm,1999,4.699
gtm,2000,4.598
gtm,2001,4.49
gtm,2002,4.372
gtm,2003,4.245
gtm,2004,4.11
gtm,2005,3.971
gtm,2006,3.833
gtm,2007,3.701
gtm,2008,3.58
gtm,2009,3.471
gtm,2010,3.375
gtm,2011,3.292
gtm,2012,3.219
gtm,2013,3.151
gtm,2014,3.088
gtm,2015,3.029
gtm,2016,2.973
gtm,2017,2.92
gtm,2018,2.87
gtm,2019,2.822
gtm,2020,2.777
gum,1960,6.052
gum,1961,6.048
gum,1962,5.984
gum,1963,5.857
gum,1964,5.67
gum,1965,5.439
gum,1966,5.187
gum,1967,4.939
gum,1968,4.716
gum,1969,4.526
gum,1970,4.372
gum,1971,4.248
gum,1972,4.137
gum,1973,4.028
gum,1974,3.917
gum,1975,3.801
gum,1976,3.681
gum,1977,3.561
gum,1978,3.447
gum,1979,3.34
gum,1980,3.248
gum,1981,3.177
gum,1982,3.128
gum,1983,3.1
gum,1984,3.092
gum,1985,3.095
gum,1986,3.099
gum,1987,3.097
gum,1988,3.082
gum,1989,3.053
gum,1990,3.013
gum,1991,2.969
gum,1992,2.929
gum,1993,2.899
gum,1994,2.881
gum,1995,2.872
gum,1996,2.87
gum,1997,2.867
gum,1998,2.86
gum,1999,2.846
gum,2000,2.824
gum,2001,2.794
gum,2002,2.758
gum,2003,2.718
gum,2004,2.677
gum,2005,2.636
gum,2006,2.598
gum,2007,2.564
gum,2008,2.534
gum,2009,2.509
gum,2010,2.488
gum,2011,2.469
gum,2012,2.45
gum,2013,2.429
gum,2014,2.406
gum,2015,2.383
gum,2016,2.358
gum,2017,2.334
gum,2018,2.313
gum,2019,2.293
gum,2020,2.275
guy,1960,6.372
guy,1961,6.305
guy,1962,6.226
guy,1963,6.14
guy,1964,6.05
guy,1965,5.957
guy,1966,5.86
guy,1967,5.756
guy,1968,5.642
guy,1969,5.517
guy,1970,5.38
guy,1971,5.226
guy,1972,5.057
guy,1973,4.877
guy,1974,4.689
guy,1975,4.503
guy,1976,4.327
guy,1977,4.169
guy,1978,4.031
guy,1979,3.915
guy,1980,3.817
guy,1981,3.728
guy,1982,3.64
guy,1983,3.548
guy,1984,3.452
guy,1985,3.354
guy,1986,3.263
guy,1987,3.186
guy,1988,3.127
guy,1989,3.089
guy,1990,3.069
guy,1991,3.063
guy,1992,3.066
guy,1993,3.071
guy,1994,3.074
guy,1995,3.074
guy,1996,3.069
guy,1997,3.061
guy,1998,3.05
guy,1999,3.036
guy,2000,3.017
guy,2001,2.992
guy,2002,2.961
guy,2003,2.924
guy,2004,2.883
guy,2005,2.84
guy,2006,2.797
guy,2007,2.755
guy,2008,2.718
guy,2009,2.684
guy,2010,2.655
guy,2011,2.63
guy,2012,2.606
guy,2013,2.582
guy,2014,2.558
guy,2015,2.534
guy,2016,2.509
guy,2017,2.485
guy,2018,2.462
guy,2019,2.44
guy,2020,2.418
hkg,1960,5.014
hkg,1961,5.03
hkg,1962,4.98
hkg,1963,4.857
hkg,1964,4.665
hkg,1965,4.422
hkg,1966,4.152
hkg,1967,3.887
hkg,1968,3.649
hkg,1969,3.448
hkg,1970,3.284
hkg,1971,3.459
hkg,1972,3.315
hkg,1973,3.177
hkg,1974,2.967
hkg,1975,2.666
hkg,1976,2.48
hkg,1977,2.376
hkg,1978,2.272
hkg,1979,2.12
hkg,1980,2.047
hkg,1981,1.933
hkg,1982,1.86
hkg,1983,1.722
hkg,1984,1.559
hkg,1985,1.491
hkg,1986,1.367
hkg,1987,1.311
hkg,1988,1.4
hkg,1989,1.296
hkg,1990,1.272
hkg,1991,1.281
hkg,1992,1.347
hkg,1993,1.342
hkg,1994,1.355
hkg,1995,1.295
hkg,1996,1.191
hkg,1997,1.127
hkg,1998,1.016
hkg,1999,0.981
hkg,2000,1.032
hkg,2001,0.931
hkg,2002,0.941
hkg,2003,0.901
hkg,2004,0.922
hkg,2005,0.959
hkg,2006,0.984
hkg,2007,1.028
hkg,2008,1.064
hkg,2009,1.055
hkg,2010,1.127
hkg,2011,1.204
hkg,2012,1.285
hkg,2013,1.125
hkg,2014,1.235
hkg,2015,1.196
hkg,2016,1.205
hkg,2017,1.125
hkg,2018,1.072
hkg,2019,1.051
hkg,2020,0.868
hnd,1960,7.458
hnd,1961,7.448
hnd,1962,7.443
hnd,1963,7.441
hnd,1964,7.443
hnd,1965,7.442
hnd,1966,7.435
hnd,1967,7.417
hnd,1968,7.383
hnd,1969,7.334
hnd,1970,7.27
hnd,1971,7.195
hnd,1972,7.111
hnd,1973,7.025
hnd,1974,6.935
hnd,1975,6.844
hnd,1976,6.749
hnd,1977,6.649
hnd,1978,6.543
hnd,1979,6.431
hnd,1980,6.313
hnd,1981,6.19
hnd,1982,6.062
hnd,1983,5.932
hnd,1984,5.802
hnd,1985,5.674
hnd,1986,5.55
hnd,1987,5.432
hnd,1988,5.321
hnd,1989,5.218
hnd,1990,5.123
hnd,1991,5.039
hnd,1992,4.963
hnd,1993,4.893
hnd,1994,4.826
hnd,1995,4.756
hnd,1996,4.678
hnd,1997,4.588
hnd,1998,4.484
hnd,1999,4.367
hnd,2000,4.237
hnd,2001,4.098
hnd,2002,3.956
hnd,2003,3.815
hnd,2004,3.677
hnd,2005,3.545
hnd,2006,3.419
hnd,2007,3.296
hnd,2008,3.177
hnd,2009,3.063
hnd,2010,2.957
hnd,2011,2.86
hnd,2012,2.774
hnd,2013,2.699
hnd,2014,2.635
hnd,2015,2.581
hnd,2016,2.536
hnd,2017,2.496
hnd,2018,2.46
hnd,2019,2.427
hnd,2020,2.394
hrv,1960,2.288
hrv,1961,2.253
hrv,1962,2.218
hrv,1963,2.18
hrv,1964,2.14
hrv,1965,2.1
hrv,1966,2.062
hrv,1967,2.03
hrv,1968,2.006
hrv,1969,1.989
hrv,1970,1.979
hrv,1971,1.973
hrv,1972,1.967
hrv,1973,1.96
hrv,1974,1.95
hrv,1975,1.937
hrv,1976,1.925
hrv,1977,1.913
hrv,1978,1.903
hrv,1979,1.895
hrv,1980,1.888
hrv,1981,1.879
hrv,1982,1.9
hrv,1983,1.88
hrv,1984,1.87
hrv,1985,1.82
hrv,1986,1.76
hrv,1987,1.64
hrv,1988,1.79
hrv,1989,1.63
hrv,1990,1.63
hrv,1991,1.53
hrv,1992,1.48
hrv,1993,1.52
hrv,1994,1.47
hrv,1995,1.58
hrv,1996,1.67
hrv,1997,1.69
hrv,1998,1.45
hrv,1999,1.38
hrv,2000,1.39
hrv,2001,1.46
hrv,2002,1.42
hrv,2003,1.41
hrv,2004,1.43
hrv,2005,1.5
hrv,2006,1.47
hrv,2007,1.48
hrv,2008,1.47
hrv,2009,1.5
hrv,2010,1.46
hrv,2011,1.41
hrv,2012,1.52
hrv,2013,1.46
hrv,2014,1.46
hrv,2015,1.41
hrv,2016,1.43
hrv,2017,1.42
hrv,2018,1.47
hrv,2019,1.47
hrv,2020,1.48
hti,1960,6.324
hti,1961,6.318
hti,1962,6.302
hti,1963,6.274
hti,1964,6.233
hti,1965,6.179
hti,1966,6.109
hti,1967,6.026
hti,1968,5.937
hti,1969,5.846
hti,1970,5.762
hti,1971,5.692
hti,1972,5.642
hti,1973,5.615
hti,1974,5.614
hti,1975,5.641
hti,1976,5.698
hti,1977,5.778
hti,1978,5.872
hti,1979,5.97
hti,1980,6.058
hti,1981,6.122
hti,1982,6.154
hti,1983,6.149
hti,1984,6.106
hti,1985,6.028
hti,1986,5.921
hti,1987,5.799
hti,1988,5.673
hti,1989,5.549
hti,1990,5.43
hti,1991,5.317
hti,1992,5.208
hti,1993,5.099
hti,1994,4.991
hti,1995,4.884
hti,1996,4.777
hti,1997,4.669
hti,1998,4.561
hti,1999,4.452
hti,2000,4.344
hti,2001,4.237
hti,2002,4.132
hti,2003,4.029
hti,2004,3.931
hti,2005,3.836
hti,2006,3.746
hti,2007,3.66
hti,2008,3.579
hti,2009,3.501
hti,2010,3.427
hti,2011,3.356
hti,2012,3.288
hti,2013,3.223
hti,2014,3.159
hti,2015,3.098
hti,2016,3.041
hti,2017,2.986
hti,2018,2.935
hti,2019,2.887
hti,2020,2.842
hun,1960,2.02
hun,1961,1.94
hun,1962,1.79
hun,1963,1.82
hun,1964,1.82
hun,1965,1.82
hun,1966,1.89
hun,1967,2.01
hun,1968,2.06
hun,1969,2.04
hun,1970,1.98
hun,1971,1.93
hun,1972,1.93
hun,1973,1.93
hun,1974,2.27
hun,1975,2.35
hun,1976,2.23
hun,1977,2.15
hun,1978,2.06
hun,1979,2.01
hun,1980,1.91
hun,1981,1.88
hun,1982,1.8
hun,1983,1.75
hun,1984,1.75
hun,1985,1.85
hun,1986,1.84
hun,1987,1.82
hun,1988,1.81
hun,1989,1.82
hun,1990,1.87
hun,1991,1.87
hun,1992,1.77
hun,1993,1.68
hun,1994,1.64
hun,1995,1.57
hun,1996,1.46
hun,1997,1.37
hun,1998,1.32
hun,1999,1.28
hun,2000,1.32
hun,2001,1.31
hun,2002,1.3
hun,2003,1.27
hun,2004,1.28
hun,2005,1.31
hun,2006,1.34
hun,2007,1.32
hun,2008,1.35
hun,2009,1.32
hun,2010,1.25
hun,2011,1.23
hun,2012,1.34
hun,2013,1.35
hun,2014,1.44
hun,2015,1.45
hun,2016,1.53
hun,2017,1.54
hun,2018,1.55
hun,2019,1.55
hun,2020,1.56
idn,1960,5.666
idn,1961,5.656
idn,1962,5.645
idn,1963,5.634
idn,1964,5.623
idn,1965,5.612
idn,1966,5.599
idn,1967,5.582
idn,1968,5.556
idn,1969,5.521
idn,1970,5.474
idn,1971,5.413
idn,1972,5.338
idn,1973,5.251
idn,1974,5.152
idn,1975,5.043
idn,1976,4.927
idn,1977,4.806
idn,1978,4.682
idn,1979,4.557
idn,1980,4.43
idn,1981,4.301
idn,1982,4.167
idn,1983,4.028
idn,1984,3.887
idn,1985,3.745
idn,1986,3.606
idn,1987,3.472
idn,1988,3.346
idn,1989,3.229
idn,1990,3.122
idn,1991,3.022
idn,1992,2.929
idn,1993,2.842
idn,1994,2.761
idn,1995,2.688
idn,1996,2.627
idn,1997,2.579
idn,1998,2.544
idn,1999,2.523
idn,2000,2.512
idn,2001,2.509
idn,2002,2.511
idn,2003,2.513
idn,2004,2.515
idn,2005,2.514
idn,2006,2.51
idn,2007,2.505
idn,2008,2.499
idn,2009,2.492
idn,2010,2.483
idn,2011,2.471
idn,2012,2.455
idn,2013,2.436
idn,2014,2.413
idn,2015,2.389
idn,2016,2.362
idn,2017,2.336
idn,2018,2.311
idn,2019,2.288
idn,2020,2.266
ind,1960,5.906
ind,1961,5.902
ind,1962,5.894
ind,1963,5.88
ind,1964,5.859
ind,1965,5.83
ind,1966,5.794
ind,1967,5.751
ind,1968,5.702
ind,1969,5.648
ind,1970,5.587
ind,1971,5.519
ind,1972,5.444
ind,1973,5.363
ind,1974,5.278
ind,1975,5.192
ind,1976,5.108
ind,1977,5.029
ind,1978,4.956
ind,1979,4.889
ind,1980,4.827
ind,1981,4.766
ind,1982,4.703
ind,1983,4.636
ind,1984,4.563
ind,1985,4.484
ind,1986,4.399
ind,1987,4.311
ind,1988,4.222
ind,1989,4.132
ind,1990,4.045
ind,1991,3.959
ind,1992,3.877
ind,1993,3.799
ind,1994,3.723
ind,1995,3.651
ind,1996,3.582
ind,1997,3.514
ind,1998,3.446
ind,1999,3.379
ind,2000,3.311
ind,2001,3.244
ind,2002,3.176
ind,2003,3.109
ind,2004,3.041
ind,2005,2.972
ind,2006,2.899
ind,2007,2.823
ind,2008,2.743
ind,2009,2.661
ind,2010,2.581
ind,2011,2.506
ind,2012,2.439
ind,2013,2.381
ind,2014,2.333
ind,2015,2.295
ind,2016,2.266
ind,2017,2.243
ind,2018,2.222
ind,2019,2.202
ind,2020,2.184
irl,1960,3.78
irl,1961,3.78
irl,1962,3.92
irl,1963,4.01
irl,1964,4.07
irl,1965,4.04
irl,1966,3.94
irl,1967,3.84
irl,1968,3.77
irl,1969,3.83
irl,1970,3.85
irl,1971,3.93
irl,1972,3.84
irl,1973,3.71
irl,1974,3.59
irl,1975,3.37
irl,1976,3.29
irl,1977,3.24
irl,1978,3.21
irl,1979,3.21
irl,1980,3.21
irl,1981,3.05
irl,1982,2.94
irl,1983,2.74
irl,1984,2.58
irl,1985,2.48
irl,1986,2.44
irl,1987,2.32
irl,1988,2.17
irl,1989,2.08
irl,1990,2.11
irl,1991,2.08
irl,1992,1.99
irl,1993,1.9
irl,1994,1.85
irl,1995,1.84
irl,1996,1.88
irl,1997,1.93
irl,1998,1.94
irl,1999,1.9
irl,2000,1.89
irl,2001,1.94
irl,2002,1.97
irl,2003,1.96
irl,2004,1.93
irl,2005,1.86
irl,2006,1.91
irl,2007,2.01
irl,2008,2.06
irl,2009,2.06
irl,2010,2.05
irl,2011,2.03
irl,2012,1.98
irl,2013,1.93
irl,2014,1.89
irl,2015,1.85
irl,2016,1.81
irl,2017,1.77
irl,2018,1.75
irl,2019,1.71
irl,2020,1.63
irn,1960,6.927
irn,1961,6.924
irn,1962,6.914
irn,1963,6.896
irn,1964,6.868
irn,1965,6.827
irn,1966,6.77
irn,1967,6.699
irn,1968,6.617
irn,1969,6.528
irn,1970,6.44
irn,1971,6.359
irn,1972,6.292
irn,1973,6.243
irn,1974,6.214
irn,1975,6.212
irn,1976,6.238
irn,1977,6.289
irn,1978,6.354
irn,1979,6.422
irn,1980,6.482
irn,1981,6.519
irn,1982,6.523
irn,1983,6.483
irn,1984,6.392
irn,1985,6.241
irn,1986,6.024
irn,1987,5.748
irn,1988,5.427
irn,1989,5.07
irn,1990,4.691
irn,1991,4.304
irn,1992,3.923
irn,1993,3.562
irn,1994,3.231
irn,1995,2.941
irn,1996,2.696
irn,1997,2.489
irn,1998,2.317
irn,1999,2.177
irn,2000,2.067
irn,2001,1.983
irn,2002,1.922
irn,2003,1.878
irn,2004,1.846
irn,2005,1.825
irn,2006,1.812
irn,2007,1.807
irn,2008,1.811
irn,2009,1.821
irn,2010,1.839
irn,2011,1.866
irn,2012,1.901
irn,2013,1.945
irn,2014,1.993
irn,2015,2.041
irn,2016,2.083
irn,2017,2.116
irn,2018,2.137
irn,2019,2.146
irn,2020,2.142
irq,1960,6.252
irq,1961,6.364
irq,1962,6.514
irq,1963,6.689
irq,1964,6.872
irq,1965,7.044
irq,1966,7.188
irq,1967,7.295
irq,1968,7.362
irq,1969,7.383
irq,1970,7.362
irq,1971,7.308
irq,1972,7.234
irq,1973,7.153
irq,1974,7.072
irq,1975,6.993
irq,1976,6.915
irq,1977,6.834
irq,1978,6.748
irq,1979,6.658
irq,1980,6.569
irq,1981,6.485
irq,1982,6.407
irq,1983,6.338
irq,1984,6.276
irq,1985,6.22
irq,1986,6.164
irq,1987,6.105
irq,1988,6.039
irq,1989,5.965
irq,1990,5.882
irq,1991,5.793
irq,1992,5.7
irq,1993,5.607
irq,1994,5.513
irq,1995,5.419
irq,1996,5.325
irq,1997,5.23
irq,1998,5.133
irq,1999,5.036
irq,2000,4.94
irq,2001,4.847
irq,2002,4.758
irq,2003,4.676
irq,2004,4.6
irq,2005,4.534
irq,2006,4.48
irq,2007,4.437
irq,2008,4.403
irq,2009,4.374
irq,2010,4.343
irq,2011,4.301
irq,2012,4.243
irq,2013,4.168
irq,2014,4.076
irq,2015,3.972
irq,2016,3.864
irq,2017,3.762
irq,2018,3.672
irq,2019,3.597
irq,2020,3.537
isl,1960,4.29
isl,1961,3.88
isl,1962,3.98
isl,1963,3.99
isl,1964,3.88
isl,1965,3.73
isl,1966,3.59
isl,1967,3.28
isl,1968,3.06
isl,1969,2.99
isl,1970,2.81
isl,1971,2.92
isl,1972,3.09
isl,1973,2.94
isl,1974,2.66
isl,1975,2.65
isl,1976,2.52
isl,1977,2.31
isl,1978,2.35
isl,1979,2.49
isl,1980,2.48
isl,1981,2.33
isl,1982,2.27
isl,1983,2.24
isl,1984,2.08
isl,1985,1.93
isl,1986,1.92
isl,1987,2.06
isl,1988,2.26
isl,1989,2.19
isl,1990,2.3
isl,1991,2.18
isl,1992,2.21
isl,1993,2.22
isl,1994,2.14
isl,1995,2.08
isl,1996,2.12
isl,1997,2.04
isl,1998,2.05
isl,1999,1.99
isl,2000,2.08
isl,2001,1.95
isl,2002,1.93
isl,2003,1.99
isl,2004,2.04
isl,2005,2.05
isl,2006,2.08
isl,2007,2.09
isl,2008,2.15
isl,2009,2.23
isl,2010,2.2
isl,2011,2.02
isl,2012,2.04
isl,2013,1.93
isl,2014,1.93
isl,2015,1.8
isl,2016,1.74
isl,2017,1.71
isl,2018,1.71
isl,2019,1.74
isl,2020,1.72
isr,1960,3.866
isr,1961,3.858
isr,1962,3.85
isr,1963,3.838
isr,1964,3.826
isr,1965,3.814
isr,1966,3.802
isr,1967,3.79
isr,1968,3.786
isr,1969,3.782
isr,1970,3.778
isr,1971,3.774
isr,1972,3.77
isr,1973,3.698
isr,1974,3.626
isr,1975,3.554
isr,1976,3.482
isr,1977,3.41
isr,1978,3.354
isr,1979,3.298
isr,1980,3.242
isr,1981,3.186
isr,1982,3.13
isr,1983,3.106
isr,1984,3.082
isr,1985,3.058
isr,1986,3.034
isr,1987,3.01
isr,1988,2.948
isr,1989,2.886
isr,1990,2.824
isr,1991,2.762
isr,1992,2.7
isr,1993,2.8
isr,1994,2.9
isr,1995,2.9
isr,1996,2.9
isr,1997,2.94
isr,1998,2.98
isr,1999,2.965
isr,2000,2.95
isr,2001,2.92
isr,2002,2.89
isr,2003,2.95
isr,2004,2.9
isr,2005,2.84
isr,2006,2.88
isr,2007,2.9
isr,2008,2.96
isr,2009,2.96
isr,2010,3.03
isr,2011,2.98
isr,2012,3.05
isr,2013,3.03
isr,2014,3.08
isr,2015,3.09
isr,2016,3.11
isr,2017,3.11
isr,2018,3.09
isr,2019,3.01
isr,2020,2.9
ita,1960,2.4
ita,1961,2.44
ita,1962,2.46
ita,1963,2.51
ita,1964,2.66
ita,1965,2.6
ita,1966,2.58
ita,1967,2.5
ita,1968,2.46
ita,1969,2.47
ita,1970,2.38
ita,1971,2.4
ita,1972,2.35
ita,1973,2.3
ita,1974,2.28
ita,1975,2.17
ita,1976,2.04
ita,1977,1.93
ita,1978,1.84
ita,1979,1.73
ita,1980,1.64
ita,1981,1.58
ita,1982,1.56
ita,1983,1.51
ita,1984,1.46
ita,1985,1.42
ita,1986,1.35
ita,1987,1.33
ita,1988,1.36
ita,1989,1.33
ita,1990,1.33
ita,1991,1.3
ita,1992,1.3
ita,1993,1.25
ita,1994,1.21
ita,1995,1.19
ita,1996,1.2
ita,1997,1.22
ita,1998,1.22
ita,1999,1.23
ita,2000,1.26
ita,2001,1.25
ita,2002,1.27
ita,2003,1.29
ita,2004,1.34
ita,2005,1.34
ita,2006,1.37
ita,2007,1.4
ita,2008,1.45
ita,2009,1.45
ita,2010,1.46
ita,2011,1.44
ita,2012,1.43
ita,2013,1.39
ita,2014,1.37
ita,2015,1.35
ita,2016,1.34
ita,2017,1.32
ita,2018,1.29
ita,2019,1.27
ita,2020,1.24
jam,1960,5.419
jam,1961,5.529
jam,1962,5.627
jam,1963,5.711
jam,1964,5.775
jam,1965,5.815
jam,1966,5.821
jam,1967,5.79
jam,1968,5.722
jam,1969,5.617
jam,1970,5.477
jam,1971,5.305
jam,1972,5.108
jam,1973,4.899
jam,1974,4.685
jam,1975,4.478
jam,1976,4.286
jam,1977,4.115
jam,1978,3.965
jam,1979,3.839
jam,1980,3.733
jam,1981,3.643
jam,1982,3.559
jam,1983,3.477
jam,1984,3.394
jam,1985,3.308
jam,1986,3.223
jam,1987,3.142
jam,1988,3.069
jam,1989,3.003
jam,1990,2.947
jam,1991,2.899
jam,1992,2.86
jam,1993,2.826
jam,1994,2.797
jam,1995,2.768
jam,1996,2.738
jam,1997,2.704
jam,1998,2.666
jam,1999,2.623
jam,2000,2.577
jam,2001,2.529
jam,2002,2.482
jam,2003,2.439
jam,2004,2.398
jam,2005,2.361
jam,2006,2.325
jam,2007,2.289
jam,2008,2.251
jam,2009,2.212
jam,2010,2.173
jam,2011,2.136
jam,2012,2.102
jam,2013,2.072
jam,2014,2.047
jam,2015,2.026
jam,2016,2.009
jam,2017,1.993
jam,2018,1.979
jam,2019,1.965
jam,2020,1.95
jor,1960,7.687
jor,1961,7.802
jor,1962,7.904
jor,1963,7.983
jor,1964,8.034
jor,1965,8.057
jor,1966,8.053
jor,1967,8.033
jor,1968,8.004
jor,1969,7.968
jor,1970,7.926
jor,1971,7.876
jor,1972,7.818
jor,1973,7.75
jor,1974,7.675
jor,1975,7.598
jor,1976,7.523
jor,1977,7.455
jor,1978,7.391
jor,1979,7.329
jor,1980,7.262
jor,1981,7.179
jor,1982,7.072
jor,1983,6.936
jor,1984,6.773
jor,1985,6.584
jor,1986,6.375
jor,1987,6.156
jor,1988,5.938
jor,1989,5.725
jor,1990,5.521
jor,1991,5.326
jor,1992,5.138
jor,1993,4.958
jor,1994,4.787
jor,1995,4.63
jor,1996,4.489
jor,1997,4.367
jor,1998,4.264
jor,1999,4.178
jor,2000,4.109
jor,2001,4.056
jor,2002,4.013
jor,2003,3.977
jor,2004,3.943
