geo,time,dc_dac_korl_cd
tto,2005,59999.99866
tto,2006,70000.0003
tto,2007,129999.99523
tun,1991,39999.99911
tun,1992,50000.00075
tun,1993,79999.99821
tun,1994,289999.99166
tun,1995,219999.99881
tun,1996,379999.99523
tun,1997,209999.99344
tun,1998,1299999.95232
tun,1999,7699999.80927
tun,2000,12020000.45776
tun,2001,2079999.92371
tun,2002,280000.00119
tun,2003,219999.99881
tun,2004,1250000
tun,2005,-490000.00954
tun,2006,-939999.99762
tun,2007,-310000.00238
tun,2008,2230000.01907
tun,2009,2539999.96185
tun,2010,4010000.22888
tun,2011,2210000.03815
tun,2012,3910000.08583
tun,2013,4780000.20981
tun,2014,3390000.1049
tun,2015,3630000.11444
tun,2016,4510000.22888
tun,2017,4130000.11444
tun,2018,3220000.02861
tun,2019,2569999.93324
tur,1988,29999.99933
tur,1989,9999.99978
tur,1990,29999.99933
tur,1991,9999.99978
tur,1992,70000.0003
tur,1993,9999.99978
tur,1994,19999.99955
tur,1995,4610000.13351
tur,1996,6699999.80927
tur,1997,2819999.93324
tur,1999,-509999.99046
tur,2000,-680000.00715
tur,2001,-519999.98093
tur,2002,-569999.99285
tur,2003,-490000.00954
tur,2004,-500000
tur,2005,-519999.98093
tur,2006,-50000.00075
tur,2007,3180000.06676
tur,2008,10720000.26703
tur,2009,24989999.77112
tur,2010,10260000.22888
tur,2011,1039999.96185
tur,2013,-419999.98689
tur,2014,-2759999.99046
tur,2015,-2609999.8951
tur,2016,-2390000.1049
tur,2017,-2779999.97139
tur,2018,-2980000.01907
tur,2019,889999.98569
tuv,1991,70000.0003
tuv,1992,19999.99955
tuv,1993,29999.99933
tuv,1994,19999.99955
tuv,1995,9999.99978
tuv,1996,19999.99955
tuv,1997,19999.99955
tuv,1998,9999.99978
tuv,1999,9999.99978
tuv,2001,19999.99955
tuv,2003,400000.00596
tuv,2005,39999.99911
tuv,2008,200000.00298
tuv,2009,100000.00149
tuv,2010,129999.99523
tuv,2011,189999.99762
tuv,2012,129999.99523
tuv,2013,119999.99732
tuv,2014,119999.99732
tuv,2015,129999.99523
tuv,2016,239999.99464
tuv,2017,100000.00149
tuv,2018,159999.99642
tuv,2019,209999.99344
tza,1989,19999.99955
tza,1992,360000.01431
tza,1993,300000.01192
tza,1994,310000.00238
tza,1995,340000.00358
tza,1996,500000
tza,1997,500000
tza,1998,469999.99881
tza,1999,200000.00298
tza,2000,259999.99046
tza,2001,270000.01073
tza,2002,560000.00238
tza,2003,779999.97139
tza,2004,1240000.00954
tza,2005,2369999.88556
tza,2006,3839999.91417
tza,2007,9420000.07629
tza,2008,7150000.09537
tza,2009,9189999.58038
tza,2010,21459999.08447
tza,2011,20940000.53406
tza,2012,50639999.38965
tza,2013,56869998.93188
tza,2014,79839996.33789
tza,2015,71290000.91553
tza,2016,63599998.47412
tza,2017,39290000.91553
tza,2018,72540000.91553
tza,2019,43029998.7793
uga,1990,9999.99978
uga,1991,250000
uga,1992,170000.00179
uga,1993,189999.99762
uga,1994,2470000.02861
uga,1995,4619999.88556
uga,1996,699999.98808
uga,1997,340000.00358
uga,1998,150000.00596
uga,1999,-39999.99911
uga,2000,19999.99955
uga,2001,140000.0006
uga,2002,280000.00119
uga,2003,129999.99523
uga,2004,209999.99344
uga,2005,119999.99732
uga,2006,159999.99642
uga,2007,1289999.96185
uga,2008,680000.00715
uga,2009,1240000.00954
uga,2010,1879999.99523
uga,2011,2410000.08583
uga,2012,3990000.00954
uga,2013,11420000.07629
uga,2014,12159999.84741
uga,2015,22950000.76294
uga,2016,27700000.76294
uga,2017,28940000.53406
uga,2018,24370000.83923
uga,2019,27090000.15259
ukr,1992,59999.99866
ukr,1993,119999.99732
ukr,1994,109999.9994
ukr,1995,140000.0006
ukr,1996,270000.01073
ukr,1997,509999.99046
ukr,1998,360000.01431
ukr,1999,109999.9994
ukr,2000,610000.01431
ukr,2001,319999.99285
ukr,2002,560000.00238
ukr,2003,550000.01192
ukr,2004,1379999.99523
ukr,2005,3309999.94278
ukr,2006,860000.01431
ukr,2007,720000.02861
ukr,2008,1389999.98569
ukr,2009,3380000.11444
ukr,2010,1360000.01431
ukr,2011,1360000.01431
ukr,2012,529999.97139
ukr,2013,150000.00596
ukr,2014,750000
ukr,2015,1519999.98093
ukr,2016,529999.97139
ukr,2017,819999.99285
ukr,2018,649999.97616
ukr,2019,850000.02384
ury,1991,90000.00358
ury,1992,100000.00149
ury,1994,19999.99955
ury,1995,9999.99978
ury,1996,159999.99642
ury,1997,159999.99642
ury,1998,219999.99881
ury,1999,70000.0003
ury,2000,50000.00075
ury,2001,19999.99955
ury,2002,219999.99881
ury,2003,90000.00358
ury,2004,259999.99046
ury,2005,189999.99762
ury,2006,29999.99933
ury,2007,29999.99933
ury,2010,19999.99955
ury,2011,289999.99166
ury,2012,39999.99911
ury,2014,119999.99732
ury,2015,109999.9994
ury,2016,109999.9994
ury,2017,270000.01073
uzb,1992,0
uzb,1993,0
uzb,1994,490000.00954
uzb,1995,490000.00954
uzb,1996,980000.01907
uzb,1997,1070000.05245
uzb,1998,689999.99762
uzb,1999,9539999.96185
uzb,2000,18489999.77112
uzb,2001,16270000.45776
uzb,2002,2940000.05722
uzb,2003,1659999.96662
uzb,2004,2319999.93324
uzb,2005,2630000.11444
uzb,2006,4289999.96185
uzb,2007,3210000.03815
uzb,2008,3990000.00954
uzb,2009,5900000.09537
uzb,2010,32209999.08447
uzb,2011,21989999.77112
uzb,2012,19090000.15259
uzb,2013,10699999.80927
uzb,2014,14470000.26703
uzb,2015,14960000.03815
uzb,2016,26799999.23706
uzb,2017,54040000.91553
uzb,2018,32509998.32153
uzb,2019,64610000.61035
vct,1991,39999.99911
vct,1992,29999.99933
vct,1993,19999.99955
vct,1994,29999.99933
vct,1995,29999.99933
vct,1996,19999.99955
vct,1997,19999.99955
vct,1998,19999.99955
vct,2002,150000.00596
vct,2003,50000.00075
vct,2004,9999.99978
vct,2005,59999.99866
vct,2006,59999.99866
vct,2007,150000.00596
vct,2010,19999.99955
vct,2011,9999.99978
vct,2012,159999.99642
vct,2013,109999.9994
vct,2014,180000.00715
vct,2015,109999.9994
vct,2016,140000.0006
vct,2017,39999.99911
vct,2018,109999.9994
vct,2019,109999.9994
ven,1989,9999.99978
ven,1990,9999.99978
ven,1991,9999.99978
ven,1992,9999.99978
ven,1993,19999.99955
ven,1994,9999.99978
ven,1996,9999.99978
ven,1999,50000.00075
ven,2000,59999.99866
ven,2001,39999.99911
ven,2002,140000.0006
ven,2003,9999.99978
ven,2004,19999.99955
ven,2005,400000.00596
ven,2006,159999.99642
ven,2007,180000.00715
ven,2009,29999.99933
ven,2010,150000.00596
ven,2011,159999.99642
ven,2012,50000.00075
ven,2013,79999.99821
ven,2014,59999.99866
ven,2015,9999.99978
ven,2016,109999.9994
ven,2018,70000.0003
ven,2019,1269999.98093
vnm,1989,29999.99933
vnm,1990,39999.99911
vnm,1991,119999.99732
vnm,1992,439999.99762
vnm,1993,1110000.01431
vnm,1994,2369999.88556
vnm,1995,3390000.1049
vnm,1996,7260000.22888
vnm,1997,6750000
vnm,1998,11619999.88556
vnm,1999,7170000.07629
vnm,2000,16030000.68665
vnm,2001,38130001.06812
vnm,2002,22610000.61035
vnm,2003,12680000.30518
vnm,2004,31350000.38147
vnm,2005,15289999.96185
vnm,2006,10079999.92371
vnm,2007,24670000.07629
vnm,2008,53220001.2207
vnm,2009,57529998.7793
vnm,2010,96040000.91553
vnm,2011,139490005.49316
vnm,2012,200320007.32422
vnm,2013,234559997.55859
vnm,2014,178839996.33789
vnm,2015,217160003.66211
vnm,2016,179830001.83105
vnm,2017,182009994.50684
vnm,2018,142979995.72754
vnm,2019,81330001.83105
vut,1993,0
vut,1994,29999.99933
vut,1995,39999.99911
vut,1996,39999.99911
vut,1997,29999.99933
vut,1998,19999.99955
vut,1999,19999.99955
vut,2001,39999.99911
vut,2004,9999.99978
vut,2005,50000.00075
vut,2007,109999.9994
vut,2011,70000.0003
vut,2012,109999.9994
vut,2013,19999.99955
vut,2014,9999.99978
vut,2015,519999.98093
vut,2016,29999.99933
vut,2017,219999.99881
vut,2018,239999.99464
vut,2019,230000.00417
wsm,1989,9999.99978
wsm,1990,109999.9994
wsm,1991,509999.99046
wsm,1992,129999.99523
wsm,1993,150000.00596
wsm,1994,119999.99732
wsm,1995,109999.9994
wsm,1996,90000.00358
wsm,1997,100000.00149
wsm,1998,70000.0003
wsm,1999,79999.99821
wsm,2000,70000.0003
wsm,2001,70000.0003
wsm,2002,90000.00358
wsm,2003,90000.00358
wsm,2004,119999.99732
wsm,2005,119999.99732
wsm,2006,100000.00149
wsm,2007,189999.99762
wsm,2008,200000.00298
wsm,2009,119999.99732
wsm,2010,29999.99933
wsm,2011,159999.99642
wsm,2012,39999.99911
wsm,2013,289999.99166
wsm,2014,519999.98093
wsm,2015,109999.9994
wsm,2016,109999.9994
wsm,2017,129999.99523
wsm,2018,689999.99762
wsm,2019,1149999.97616
yem,1988,9999.99978
yem,1990,9999.99978
yem,1991,159999.99642
yem,1992,109999.9994
yem,1993,79999.99821
yem,1994,100000.00149
yem,1995,129999.99523
yem,1996,119999.99732
yem,1997,70000.0003
yem,1998,150000.00596
yem,1999,159999.99642
yem,2000,70000.0003
yem,2001,100000.00149
yem,2002,170000.00179
yem,2003,150000.00596
yem,2004,1309999.94278
yem,2005,24100000.38147
yem,2006,7880000.11444
yem,2007,1700000.04768
yem,2008,280000.00119
yem,2009,629999.99523
yem,2010,449999.98808
yem,2011,1159999.96662
yem,2012,1649999.97616
yem,2013,3759999.99046
yem,2014,430000.00715
yem,2015,-419999.98689
yem,2016,1000000
yem,2017,8920000.07629
yem,2018,18229999.54224
yem,2019,18299999.23706
zaf,1997,109999.9994
zaf,1998,540000.02146
zaf,1999,79999.99821
zaf,2000,1879999.99523
zaf,2001,509999.99046
zaf,2002,50000.00075
zaf,2003,70000.0003
zaf,2004,79999.99821
zaf,2005,70000.0003
zaf,2006,140000.0006
zaf,2007,109999.9994
zaf,2008,479999.98927
zaf,2009,569999.99285
zaf,2010,280000.00119
zaf,2011,560000.00238
zaf,2012,600000.02384
zaf,2013,360000.01431
zaf,2014,189999.99762
zaf,2015,239999.99464
zaf,2016,70000.0003
zaf,2017,449999.98808
zaf,2018,259999.99046
zaf,2019,629999.99523
zmb,1991,219999.99881
zmb,1992,219999.99881
zmb,1993,189999.99762
zmb,1994,150000.00596
zmb,1995,209999.99344
zmb,1996,250000
zmb,1997,140000.0006
zmb,1998,50000.00075
zmb,2000,19999.99955
zmb,2001,50000.00075
zmb,2002,90000.00358
zmb,2003,119999.99732
zmb,2004,19999.99955
zmb,2005,109999.9994
zmb,2006,209999.99344
zmb,2007,1049999.95232
zmb,2008,680000.00715
zmb,2009,920000.01669
zmb,2010,620000.00477
zmb,2011,170000.00179
zmb,2012,579999.98331
zmb,2013,280000.00119
zmb,2014,129999.99523
zmb,2015,250000
zmb,2016,370000.00477
zmb,2017,3960000.03815
zmb,2018,1460000.03815
zmb,2019,1580000.04292
zwe,1991,29999.99933
zwe,1992,9999.99978
zwe,1994,19999.99955
zwe,1995,59999.99866
zwe,1996,90000.00358
zwe,1997,59999.99866
zwe,1998,59999.99866
zwe,1999,9999.99978
zwe,2000,50000.00075
zwe,2001,50000.00075
zwe,2002,200000.00298
zwe,2003,109999.9994
zwe,2004,170000.00179
zwe,2005,79999.99821
zwe,2006,159999.99642
zwe,2007,409999.99642
zwe,2008,2130000.11444
zwe,2009,1169999.95708
zwe,2010,2059999.94278
zwe,2011,790000.02146
zwe,2012,1460000.03815
zwe,2013,2759999.99046
zwe,2014,4239999.77112
zwe,2015,2519999.98093
zwe,2016,1940000.05722
zwe,2017,1350000.02384
zwe,2018,1289999.96185
zwe,2019,1830000.04292
