geo,time,ny_gdp_mktp_cn_ad
lux,2007,37641903000
lux,2008,40009559000
lux,2009,39050743000
lux,2010,42402715000
lux,2011,44323466000
lux,2012,46526238000
lux,2013,49094489000
lux,2014,51791322000
lux,2015,54142304000
lux,2016,56208068000
lux,2017,58168784000.0001
lux,2018,60362206000.0003
lux,2019,62704165999.99969
lux,2020,64221136999.9999
lva,1995,4059337000
lva,1996,4682205000
lva,1997,5395984000
lva,1998,6014655000
lva,1999,6272632000
lva,2000,6868490000
lva,2001,7470967000
lva,2002,8406365000
lva,2003,9571792999.99999
lva,2004,11096723000
lva,2005,13662280000
lva,2006,17199979000
lva,2007,22703836000
lva,2008,24527909000
lva,2009,19000008000
lva,2010,18087980000
lva,2011,19763840000
lva,2012,21924455000
lva,2013,22749010000
lva,2014,23625802000
lva,2015,24572126000
lva,2016,25371324000.0001
lva,2017,26984433000
lva,2018,29153556000.0001
lva,2019,30647221999.9999
lva,2020,29510975000.0001
mac,1990,26040000000
mac,1991,30138000000
mac,1992,39179000000
mac,1993,45141000000
mac,1994,50239000000
mac,1995,56142000000
mac,1996,57174000000
mac,1997,57961000000
mac,1998,54238000000
mac,1999,52328000000
mac,2000,54369000000
mac,2001,55112000000
mac,2002,59220000000
mac,2003,66147000000
mac,2004,85382000000
mac,2005,97415000000
mac,2006,119014000000
mac,2007,148181000000
mac,2008,168639000000
mac,2009,172363000000
mac,2010,225997000000
mac,2011,295438000000
mac,2012,345080000000
mac,2013,411739000000
mac,2014,438516000000
mac,2015,359708000000
mac,2016,360344000000
mac,2017,404839000000
mac,2018,446283000000
mac,2019,445530000000
mac,2020,204410000000
mar,1990,248753508800
mar,1991,281095960600
mar,1992,287825110800
mar,1993,294364249600
mar,1994,327664876700
mar,1995,333318637900
mar,1996,376190905400
mar,1997,372961514800
mar,1998,401523653400
mar,1999,408177051400
mar,2000,412897152700
mar,2001,446011646500
mar,2002,465492178600
mar,2003,498482124900
mar,2004,528763546800
mar,2005,552670895800
mar,2006,603737244600
mar,2007,647530000000
mar,2008,716959000000
mar,2009,748482999999.99805
mar,2010,784624000000.00195
mar,2011,820077000000.00098
mar,2012,847881000000
mar,2013,897922999999.99585
mar,2014,925375999999.99597
mar,2015,987949999999.99597
mar,2016,1013229000000
mar,2017,1063045000000
mar,2018,1108463000000
mar,2019,1152806000000
mar,2020,1089521000000
mco,1990,2059807011
mco,1991,2133563100
mco,1992,2208914400
mco,1993,2222652700
mco,1994,2302470400
mco,1995,2381969000
mco,1996,2447071400
mco,1997,2527188200
mco,1998,2639287900
mco,1999,2727659600
mco,2000,2874015300
mco,2001,2985317400
mco,2002,3087746500
mco,2003,3179966500
mco,2004,3310330800
mco,2005,3379700000
mco,2006,3653100000
mco,2007,4287100000
mco,2008,4421500000
mco,2009,3924100000
mco,2010,4048800000
mco,2011,4374200000
mco,2012,4469800000
mco,2013,4936000000
mco,2014,5321300000
mco,2015,5643600000
mco,2016,5847699999.99997
mco,2017,5692999999.99999
mco,2018,6091899999.99999
mco,2019,6595900000.00002
mco,2020,5967600000
mda,1995,6479715000
mda,1996,7797562000
mda,1997,8916975000
mda,1998,9122113000
mda,1999,12321554000
mda,2000,16019558000
mda,2001,19051531000
mda,2002,22555858000
mda,2003,27619000000
mda,2004,32032000000
mda,2005,37652000000
mda,2006,44754000000
mda,2007,53430000000
mda,2008,62922000000
mda,2009,60429803000
mda,2010,86275377000
mda,2011,98772814000.0004
mda,2012,105480184000
mda,2013,119532871000
mda,2014,133481634000
mda,2015,145753642000
mda,2016,160814564000
mda,2017,178880890000
mda,2018,192508553000
mda,2019,210378058516.79999
mda,2020,206378470143.92999
mdg,1990,1174798178536.07007
mdg,1991,1194714030900
mdg,1992,1384914810000
mdg,1993,1555254072800
mdg,1994,2160770675800
mdg,1995,3274384949700
mdg,1996,4005905771000
mdg,1997,4340454054100
mdg,1998,4790571869499.99023
mdg,1999,5376276965400
mdg,2000,6265668346500
mdg,2001,7166084523000.00977
mdg,2002,7312517881300
mdg,2003,7891241683000
mdg,2004,9465265240700
mdg,2005,11736268677000
mdg,2006,13701545530600
mdg,2007,15974088179600
mdg,2008,18322512467039.60156
mdg,2009,18812595595562.5
mdg,2010,20863367561085.60156
mdg,2011,23393792064529.39844
mdg,2012,25415464299223.30078
mdg,2013,27417720538512.19922
mdg,2014,30240583633164.69531
mdg,2015,33216175581725.19922
mdg,2016,37637585995492
mdg,2017,41058842551971.50781
mdg,2018,45886302016670.09375
mdg,2019,51035216506307
mdg,2020,49453220483220.70312
mdv,1995,4819753440.94835
mdv,1996,5440581118.47431
mdv,1997,6139298909.965
mdv,1998,6524319629.52954
mdv,1999,7117967288.64647
mdv,2000,7541940865.30967
mdv,2001,10931452460.4546
mdv,2002,11784333597.8725
mdv,2003,13467149576.2192
mdv,2004,15703418493.5741
mdv,2005,14891039200
mdv,2006,20162565000
mdv,2007,23915308300
mdv,2008,29077071200
mdv,2009,30019774400
mdv,2010,33128653500
mdv,2011,40511084400
mdv,2012,44345433600
mdv,2013,50633451400
mdv,2014,56866746500
mdv,2015,63146654300.0001
mdv,2016,67300320800.0001
mdv,2017,73152504100.00009
mdv,2018,81586056100.00031
mdv,2019,86258604700
mdv,2020,57568667700.0001
mex,1990,913774984089.23291
mex,1991,1175406846264.87012
mex,1992,1397689791600.19995
mex,1993,1560093286000
mex,1994,1781422460000
mex,1995,2311458453000
mex,1996,3123167939000
mex,1997,3962524166000
mex,1998,4810123454000
mex,1999,5738466369000
mex,2000,6693683014000
mex,2001,7069377272000
mex,2002,7455459195000
mex,2003,7868809553000
mex,2004,8828367434000
mex,2005,9562648113000
mex,2006,10630939426000
mex,2007,11504075512000
mex,2008,12353845281000
mex,2009,12162762846000
mex,2010,13366377171000
mex,2011,14665576472000
mex,2012,15817754584000
mex,2013,16277187078000
mex,2014,17484305606999.90039
mex,2015,18572109415000
mex,2016,20129057371000
mex,2017,21934167572000.10156
mex,2018,23524390182999.89453
mex,2019,24453867507999.89453
mex,2020,23073727048999.89453
mhl,1990,78476000
mhl,1991,82507000
mhl,1992,91063000
mhl,1993,99461000
mhl,1994,108071000
mhl,1995,120230000
mhl,1996,110858000
mhl,1997,110705600
mhl,1998,112279400
mhl,1999,114326300
mhl,2000,115347500
mhl,2001,122824000
mhl,2002,131738200
mhl,2003,131398500
mhl,2004,132440200
mhl,2005,136559500
mhl,2006,141515800
mhl,2007,148346700
mhl,2008,151898900
mhl,2009,149769600
mhl,2010,160407100
mhl,2011,172188500
mhl,2012,180436300
mhl,2013,184840400
mhl,2014,182142800
mhl,2015,183814300
mhl,2016,201510900
mhl,2017,213204100
mhl,2018,221588900
mhl,2019,239462200
mhl,2020,244462400
mkd,1990,532000000
mkd,1991,968000000
mkd,1992,12406000000
mkd,1993,62232999999.9999
mkd,1994,154000000000
mkd,1995,178311000000
mkd,1996,185593000000
mkd,1997,195663000000
mkd,1998,205089000000
mkd,1999,219847000000
mkd,2000,248646000000
mkd,2001,252393000000
mkd,2002,258581000000
mkd,2003,268694000000
mkd,2004,280786000000
mkd,2005,308447000000
mkd,2006,334840000000.00098
mkd,2007,372888999999.99902
mkd,2008,414890000000.00098
mkd,2009,414622000000.00098
mkd,2010,437296000000
mkd,2011,464186000000.00201
mkd,2012,466702999999.99902
mkd,2013,501891000000.00098
mkd,2014,527630999999.99902
mkd,2015,558953999999.99902
mkd,2016,594795000000.00098
mkd,2017,618106000000
mkd,2018,660878000000.00195
mkd,2019,692683000000.00098
mkd,2020,664010000000.00098
mli,1990,877314303376.79504
mli,1991,923338551360.20605
mli,1992,900221610217.15503
mli,1993,958825001425.17883
mli,1994,1388740239889.8501
mli,1995,1623098634707.93994
mli,1996,1708913421313.37012
mli,1997,1891403009830.03003
mli,1998,2070007392357.14966
mli,1999,2117674360000
mli,2000,2103270238000
mli,2001,2540202707500
mli,2002,2711115443400.00977
mli,2003,2733678207000
mli,2004,2876232999999.99023
mli,2005,3294055000000
mli,2006,3607837000000.00977
mli,2007,3903961000000.00977
mli,2008,4387928186200.02002
mli,2009,4812024616500
mli,2010,5288938999999.99023
mli,2011,6123929000000.00977
mli,2012,6352359999999.98047
mli,2013,6540560000000
mli,2014,7092792999999.98047
mli,2015,7747690000000.00977
mli,2016,8311915000000.00977
mli,2017,8922204999999.99023
mli,2018,9481952937799.98047
mli,2019,10124689257300
mli,2020,10052835646900
mlt,1990,1819400172.7297
mlt,1991,1998010926.31153
mlt,1992,2166085328.14532
mlt,1993,2327743710.14241
mlt,1994,2546880452.14201
mlt,1995,2729585152.00198
mlt,1996,2863434552.35662
mlt,1997,3042724233.92565
mlt,1998,3237655743.67637
mlt,1999,3416430760.54008
mlt,2000,4153347600
mlt,2001,4285837200
mlt,2002,4515597900
mlt,2003,4787522700
mlt,2004,4895548700
mlt,2005,5159253700
mlt,2006,5403002100
mlt,2007,5790276400
mlt,2008,6206020700
mlt,2009,6259644900
mlt,2010,6815803600
mlt,2011,6924597600
mlt,2012,7364460000
mlt,2013,7944345700
mlt,2014,8751102000
mlt,2015,9996709900
mlt,2016,10589222895.9514
mlt,2017,11703493262.1437
mlt,2018,12587438960.0701
mlt,2019,13592197592.3167
mlt,2020,12823785223.9573
mmr,1990,138303701750
mmr,1991,169371900000
mmr,1992,218098550000
mmr,1993,304857700000
mmr,1994,416547400000
mmr,1995,538751550000
mmr,1996,698354500000
mmr,1997,955744500000
mmr,1998,1364642500000
mmr,1999,1900048000000
mmr,2000,2371526250000
mmr,2001,3050602350000
mmr,2002,4586863450000
mmr,2003,6670935450000
mmr,2004,8397772350000
mmr,2005,10682846950000
mmr,2006,14569761600000
mmr,2007,20094435250000
mmr,2008,26284700350000
mmr,2009,31563663550000
mmr,2010,36835402000000
mmr,2011,43042326300000
mmr,2012,48783573850000
mmr,2013,54635443000000
mmr,2014,61636758100000
mmr,2015,68987955700000
mmr,2016,74215745750000
mmr,2017,82700023599999.90625
mmr,2018,92788955100000.07812
mmr,2019,105258500800000
mmr,2020,114091028450700
mne,2000,1065699000
mne,2001,1295110000
mne,2002,1360353000
mne,2003,1510128000
mne,2004,1669783000
mne,2005,1814994000
mne,2006,2169629000
mne,2007,2689128000
mne,2008,3103332000
mne,2009,2993886000
mne,2010,3125090000
mne,2011,3264781000
mne,2012,3181477000.00001
mne,2013,3362480999.99999
mne,2014,3457922000
mne,2015,3654511999.99999
mne,2016,3954212000
mne,2017,4299091000.00001
mne,2018,4663130000.00002
mne,2019,4950716699.99999
mne,2020,4185552800
mng,1990,12803928300
mng,1991,22600674100
mng,1992,56130265399.9999
mng,1993,227677404200
mng,1994,382103230299.99902
mng,1995,651455742999.99902
mng,1996,737996595799.99902
mng,1997,932926210899.99902
mng,1998,945461182999.99902
mng,1999,1080531999700
mng,2000,1224062063100
mng,2001,1391878162500
mng,2002,1550609921100
mng,2003,1829072230300
mng,2004,2361156946300
mng,2005,3041405736500
mng,2006,4027558620100
mng,2007,4956647181200
mng,2008,6555569353600
mng,2009,6590637139700
mng,2010,9756588400000
mng,2011,13173763400000
mng,2012,16688419553500
mng,2013,19174242644900
mng,2014,22227054279400
mng,2015,22894780891000
mng,2016,23931342642399.89453
mng,2017,28010710565700.10156
mng,2018,32582629019299.89453
mng,2019,37839225357900
mng,2020,37453275327600
mnp,2002,1284000000
mnp,2003,1239000000
mnp,2004,1210000000
mnp,2005,1061000000
mnp,2006,990000000
mnp,2007,938000000
mnp,2008,939000000
mnp,2009,795000000
mnp,2010,799000000
mnp,2011,729000000
mnp,2012,746000000
mnp,2013,772000000
mnp,2014,832000000
mnp,2015,910000000
mnp,2016,1230000000
mnp,2017,1560000000
mnp,2018,1302000000
mnp,2019,1182000000
moz,1991,5212121000
moz,1992,6643706300
moz,1993,10574824900
moz,1994,16887246700
moz,1995,26169773700
moz,1996,43557540400
moz,1997,53664259200
moz,1998,62506440000
moz,1999,76349210400
moz,2000,86132255600
moz,2001,111769803700
moz,2002,134420082700
moz,2003,149909139200
moz,2004,172320622100
moz,2005,196988678800
moz,2006,233100323900
moz,2007,270052925900
moz,2008,305123076800
moz,2009,327866001000
moz,2010,377114979400
moz,2011,418037213500
moz,2012,463921377300
moz,2013,510996643300
moz,2014,555447070200
moz,2015,637759618800
moz,2016,752701814199.99695
moz,2017,840526219400.00195
moz,2018,895566718699.99902
moz,2019,962620791499.99683
moz,2020,974511361099.99902
mrt,1990,15059430935.7309
mrt,1991,16970511746.4992
mrt,1992,18281259701.7282
mrt,1993,21660777583.528
mrt,1994,23327001345.4107
mrt,1995,26345699929.4848
mrt,1996,28396435889.1296
mrt,1997,30538630725.1621
mrt,1998,37178329912.6672
mrt,1999,40384244899.49809
mrt,2000,41266521139.7841
mrt,2001,43321817420.7138
mrt,2002,46869457853.0954
mrt,2003,52364674604.4081
mrt,2004,60841439700.0443
mrt,2005,75687336049.7245
mrt,2006,102183659067.267
mrt,2007,109082048485.188
mrt,2008,120371776985.06799
mrt,2009,120057120834.07401
mrt,2010,150730323209.314
mrt,2011,181992017896.95401
mrt,2012,192005071787.255
mrt,2013,205999458474.45401
mrt,2014,199572600000
mrt,2015,200220600000
mrt,2016,225473199999.99896
mrt,2017,243406900000.00101
mrt,2018,262320017000
mrt,2019,289478027100.00098
mrt,2020,294388904600
mus,1990,39440000000
mus,1991,44716910000
mus,1992,50179920700
mus,1993,57591925700
mus,1994,63905564500
mus,1995,70246666500
mus,1996,79365491500
mus,1997,88174655800
mus,1998,100041504300
mus,1999,109399819700
mus,2000,122410117200
mus,2001,134391830500
mus,2002,145055337400
mus,2003,162290576600
mus,2004,180908355100
mus,2005,191393481100
mus,2006,222870000000
mus,2007,255211000000
mus,2008,284254000000
mus,2009,291756000000
mus,2010,307957000000
mus,2011,330647000000
mus,2012,350643999999.99902
mus,2013,372396999999.99902
mus,2014,392062000000
mus,2015,409893000000.00098
mus,2016,434765000000
mus,2017,457201000000
mus,2018,481255999999.99799
mus,2019,498254000000.00098
mus,2020,429692000000.00098
mwi,1990,9153767483.69464
mwi,1991,11495614060.0544
mwi,1992,12066932968.3271
mwi,1993,16965763920.8702
mwi,1994,19214007457.03
mwi,1995,39747310979.4404
mwi,1996,64983773625.466
mwi,1997,81500961839.98611
mwi,1998,101228433846.80299
mwi,1999,145708774829.45099
mwi,2000,193197112382.052
mwi,2001,230624792829.897
mwi,2002,380349762832.17798
mwi,2003,443647739840.46399
mwi,2004,537132687220.13293
mwi,2005,614270652969.151
mwi,2006,771559079530.2019
mwi,2007,880297174332.48511
mwi,2008,1060920712314.32996
mwi,2009,1240066072952.30005
mwi,2010,1486031633083.58008
mwi,2011,1777487934113.43994
mwi,2012,2130761162166.29004
mwi,2013,2853515713236.87012
mwi,2014,3646053292644.18018
mwi,2015,4517811107262.67969
mwi,2016,5534935601422.68945
mwi,2017,6531224000000
mwi,2018,7235939999999.96973
mwi,2019,8219853000000
mwi,2020,9131005000000.0293
mys,1990,119081000000
mys,1991,135124000000
mys,1992,150682000000
mys,1993,172194000000
mys,1994,195461000000
mys,1995,222473000000
mys,1996,253732000000
mys,1997,281795000000
mys,1998,283243000000
mys,1999,300764000000
mys,2000,356401000000
mys,2001,352579000000
mys,2002,383213000000
mys,2003,418769000000
mys,2004,474048000000
mys,2005,543578000000
mys,2006,596784000000
mys,2007,665340000000
mys,2008,769949000000
mys,2009,712857000000
mys,2010,821434000000
mys,2011,911733000000
mys,2012,971252000000
mys,2013,1018614000000
mys,2014,1106443000000
mys,2015,1176941187000
mys,2016,1249697694000
mys,2017,1372309832000
mys,2018,1447759999999.98999
mys,2019,1513157000000
mys,2020,1416605000000
nam,1990,7555553429.60708
nam,1991,8661790614.18449
nam,1992,10185850900.7627
nam,1993,11063742549.4634
nam,1994,13019013400
nam,1995,14430409200
nam,1996,17150804800
nam,1997,19146035800
nam,1998,21411651300
nam,1999,23634854900
nam,2000,27219616600
nam,2001,30625794400
nam,2002,35302751800
nam,2003,37267277400
nam,2004,42693441700
nam,2005,46223734400
nam,2006,54148842400
nam,2007,62357555400
nam,2008,71026304000
nam,2009,76184185600
nam,2010,83795110900
nam,2011,91420837000
nam,2012,106863600500
nam,2013,117423149200
nam,2014,134835972800
nam,2015,146018649600
nam,2016,157707675300.00101
nam,2017,171570012800
nam,2018,181067043600
nam,2019,180558501000
nam,2020,174826984900
ncl,1990,250426998784
ncl,1991,272235003899.99896
ncl,1992,281426984999.99902
ncl,1993,290599993299.99902
ncl,1994,306747998200
ncl,1995,329295986700.00098
ncl,1996,335481995299.99902
ncl,1997,349259989000
ncl,1998,381462820105.28699
ncl,1999,408433138422.57501
ncl,2000,441871689654.604
ner,1990,956291000000
ner,1991,926946000000
ner,1992,896308000000
ner,1993,864403000000
ner,1994,1076019000000
ner,1995,1149308000000
ner,1996,1230635000000
ner,1997,1336789000000
ner,1998,1559457000000
ner,1999,1561942000000
ner,2000,1592111000000
ner,2001,1793433000000
ner,2002,1930044000000
ner,2003,1968221000000
ner,2004,1983025000000
ner,2005,2311140000000
ner,2006,2484845000000
ner,2007,2743282000000
ner,2008,3254730000000
ner,2009,3457659000000
ner,2010,3884725000000
ner,2011,4134241000000
ner,2012,4812970000000
ner,2013,5050073000000
ner,2014,5363658000000
ner,2015,5725216000000
ner,2016,6162424000000.00977
ner,2017,6494704648499.98047
ner,2018,7114525659999.99023
ner,2019,7567893159900.04004
ner,2020,7909345056599.99023
nga,1990,460196700023.23999
nga,1991,548967993215.02094
nga,1992,842933437066.48193
nga,1993,1169625235062.79004
nga,1994,1645612899309.3501
nga,1995,2884334811325.62012
nga,1996,3801511744383.43994
nga,1997,4110989998052.39062
nga,1998,4470525460871.2002
nga,1999,5100563324723.5293
nga,2000,6570901288005.5498
nga,2001,7661043777700.63086
nga,2002,10700489725621.30078
nga,2003,12612866431777.40039
nga,2004,16635823343100.69922
nga,2005,21223252070596
nga,2006,27880955292648.30078
nga,2007,31828567860775
nga,2008,36673416993994.79688
nga,2009,39892670132498.79688
nga,2010,54612264176600
nga,2011,63134734885000.09375
nga,2012,72351452212200.1875
nga,2013,81009964620099.70312
nga,2014,90136984656199.8125
nga,2015,95177735683700.1875
nga,2016,102575418034600
nga,2017,114899249897700
nga,2018,129086907450900
nga,2019,145639139379100
nga,2020,154252318897900
nic,1990,517427632.03516
nic,1991,15657115135.0659
nic,1992,19437226317.4942
nic,1993,23308842514.4918
nic,1994,25960604000
nic,1995,31177739100
nic,1996,36340948300
nic,1997,41476833900
nic,1998,49050861300
nic,1999,57346028100
nic,2000,64812005100
nic,2001,71563317800
nic,2002,74445035500
nic,2003,80390359200
nic,2004,92323401500
nic,2005,105776805200
nic,2006,118838000000
nic,2007,136951000000
nic,2008,164602000000
nic,2009,168791000000
nic,2010,187051999999.99896
nic,2011,219181000000
nic,2012,247993999999.99896
nic,2013,271530000000
nic,2014,308403000000
nic,2015,347707000000
nic,2016,380260999999.99902
nic,2017,414278000000
nic,2018,410988000000
nic,2019,417705000000
nic,2020,433449000000
nld,1990,263036502000
nld,1991,277851278000
nld,1992,289644372000
nld,1993,297972083000
nld,1994,313123682000
nld,1995,329547000000
nld,1996,344625000000
nld,1997,369046000000
nld,1998,394295000000
nld,1999,419459000000
nld,2000,452007000000
nld,2001,481881000000
nld,2002,501137000000
nld,2003,512810000000
nld,2004,529286000000
nld,2005,550883000000
nld,2006,584546000000
nld,2007,619170000000
nld,2008,647198000000
nld,2009,624842000000
nld,2010,639187000000
nld,2011,650359000000
nld,2012,652966000000
nld,2013,660463000000
nld,2014,671560000000
nld,2015,690008000000
nld,2016,708336999999.99805
nld,2017,738145999999.99902
nld,2018,773987000000.00098
nld,2019,813055000000.00098
nld,2020,800095000000.00195
nld_curacao,2000,3795715100
nld_curacao,2001,3836776799.99999
nld_curacao,2002,3867804600.00001
nld_curacao,2003,3941790099.99999
nld_curacao,2004,4004517300.00001
nld_curacao,2005,4196900700
nld_curacao,2006,4399071300.00001
nld_curacao,2007,4642958400.00002
nld_curacao,2008,5071922300
nld_curacao,2009,5135784200.00002
nld_curacao,2010,5282903600
nld_curacao,2011,5439272300
nld_curacao,2012,5604662000.00002
nld_curacao,2013,5634233000.00001
nld_curacao,2014,5653546800.00002
nld_curacao,2015,5641920299.99999
nld_curacao,2016,5588895400
nld_curacao,2017,5578732100
nld_curacao,2018,5598955399.99999
nld_curacao,2019,5552200000.00001
nld_curacao,2020,4646520858.77549
nor,1990,749860000000
nor,1991,790087000000
nor,1992,813093000000
nor,1993,855400000000
nor,1994,897243000000
nor,1995,963138000000
nor,1996,1054672000000
nor,1997,1141340000000
nor,1998,1163178000000
nor,1999,1265689000000
nor,2000,1507283000000
nor,2001,1564306000000
nor,2002,1561026000000
nor,2003,1620364000000
nor,2004,1783020000000
nor,2005,1989987000000
nor,2006,2216317000000
nor,2007,2350173000000
nor,2008,2607090000000
nor,2009,2428481000000
nor,2010,2591479000000
nor,2011,2792683000000
nor,2012,2964053000000
nor,2013,3071224000000
nor,2014,3140814000000
nor,2015,3111168000000
nor,2016,3098148000000
nor,2017,3295382000000.00977
nor,2018,3553900000000.00977
nor,2019,3563484000000
nor,2020,3410398999999.99023
npl,1990,111020920068.737
npl,1991,132904975298.114
npl,1992,163944584936.03699
npl,1993,188601157263.05301
npl,1994,213925899125.255
npl,1995,235292509438.24399
npl,1996,267217357827.315
npl,1997,301141132428.65399
npl,1998,322968290187.97101
npl,1999,367188359795.68494
npl,2000,407394473921.29797
npl,2001,441518545600
npl,2002,459443000000
npl,2003,492231000000
npl,2004,536749000000
npl,2005,589412000000
npl,2006,654084000000
npl,2007,727827000000
npl,2008,815658000000
npl,2009,988272000000
npl,2010,1192774000000
npl,2011,1562680982208.48999
npl,2012,1758379177900
npl,2013,1949294818500
npl,2014,2232525283500
npl,2015,2423638482800
npl,2016,2608184437700
npl,2017,3077144919299.99023
npl,2018,3455949289833.43018
npl,2019,3858930402385.37988
npl,2020,3914701068498.35059
nru,2004,45000000
nru,2005,42000000
nru,2006,39000000
nru,2007,29000000
nru,2008,42000000
nru,2009,60000000
nru,2010,54000000
nru,2011,67000000
nru,2012,94000000
nru,2013,96000000
nru,2014,114000000
nru,2015,104000000
nru,2016,137000000
nru,2017,145000000
nru,2018,160000000
nru,2019,166000000
nru,2020,171000000
nzl,1990,76127000000
nzl,1991,75967000000
nzl,1992,78335000000
nzl,1993,84575000000
nzl,1994,90600000000
nzl,1995,96236000000
nzl,1996,101101000000
nzl,1997,104815000000
nzl,1998,106826000000
nzl,1999,113229000000
nzl,2000,119839000000
nzl,2001,128712000000
nzl,2002,135181000000
nzl,2003,144502000000
nzl,2004,154559000000
nzl,2005,162937000000
nzl,2006,172004000000
nzl,2007,186673000000
nzl,2008,189406000000
nzl,2009,194307000000
nzl,2010,203342000000
nzl,2011,213025000000
nzl,2012,217489000000
nzl,2013,232793000000
nzl,2014,242670000000
nzl,2015,255340000000
nzl,2016,271422000000.00101
nzl,2017,291263999999.99902
nzl,2018,306720999999.99902
nzl,2019,323141999999.99902
nzl,2020,324913000000.00098
omn,1990,5098572921.10041
omn,1991,4948664959.00969
omn,1992,5433340890.94719
omn,1993,5451157355.7831
omn,1994,5636925208.88113
omn,1995,6022532517.87753
omn,1996,6666194865.32531
omn,1997,6910405262.31185
omn,1998,6145915576.93406
omn,1999,6846942151.74761
omn,2000,8565541694.25134
omn,2001,8541193227.89873
omn,2002,8844497580.59558
omn,2003,9499160855.78404
omn,2004,10873516915.4809
omn,2005,13647814606.5444
omn,2006,16341104110.8128
omn,2007,18479300245.3493
omn,2008,26743019989.2044
omn,2009,21246882189.2057
omn,2010,24990000000
omn,2011,29797800000
omn,2012,33608700000
omn,2013,34580400000
omn,2014,35642800000
omn,2015,30264300000
omn,2016,28887000000
omn,2017,31089400000
omn,2018,35184000000
omn,2019,33859400000
omn,2020,28442000000
pak,1990,1126622991223.55005
pak,1991,1343350462405.5
pak,1992,1594468547816.08008
pak,1993,1765900389502.87012
pak,1994,2070566904133.56006
pak,1995,2455993711064.66943
pak,1996,2790648030501.33008
pak,1997,3196231675548.52979
pak,1998,3524427224929.31982
pak,1999,3867600223763.1001
pak,2000,4182409637160.24951
pak,2001,4561077315617.30957
pak,2002,4849833979016.13965
pak,2003,5297177303657.37988
pak,2004,6114568984369.80957
pak,2005,7023780842800.44922
pak,2006,8216160000000
pak,2007,9239785999999.96875
pak,2008,10637772000000
pak,2009,13199707000000
pak,2010,14866996000000
pak,2011,18276440000000
pak,2012,20046500000000
pak,2013,22385656800000
pak,2014,25168805000000
pak,2015,27443022495100
pak,2016,29075633000000
pak,2017,31922302944400
pak,2018,34616302000000
pak,2019,38086231999999.89844
pak,2020,41556326000000
pan,1990,6433967000
pan,1991,7074675500
pan,1992,8042337700
pan,1993,8782585400
pan,1994,9365289800
pan,1995,9573813700
pan,1996,9870494000
pan,1997,10677286100
pan,1998,11575486400
pan,1999,12130252200
pan,2000,12304115000
pan,2001,12502013400
pan,2002,12994310400
pan,2003,13693981200
pan,2004,15013381700
pan,2005,16374393900
pan,2006,18141666300
pan,2007,21295984230.2564
pan,2008,25155888616.322
pan,2009,27116635565.1743
pan,2010,29440287581.2676
pan,2011,34686224301.1772
pan,2012,40429734384.2184
pan,2013,45599994004.8874
pan,2014,49921464365.3205
pan,2015,54091713775.5634
pan,2016,57907695408.9391
pan,2017,62202725204.4646
pan,2018,64929409212.4566
pan,2019,66984427150.3211
pan,2020,53977036995.1729
per,1990,5466950101.3016
per,1991,26714226400
per,1992,44972264400
per,1993,69284484800
per,1994,98579000000.00009
per,1995,120263000000
per,1996,135606000000
per,1997,154905000000
per,1998,162586000000
per,1999,169859000000
per,2000,180584000000
per,2001,182527000000
per,2002,192691000000
per,2003,204337000000
per,2004,227935000000
per,2005,250749000000
per,2006,290271000000
per,2007,319693000000
per,2008,352719000000.00201
per,2009,363942999999.99902
per,2010,416784000000.00098
per,2011,473049000000
per,2012,508130999999.99902
per,2013,543556000000.00098
per,2014,570040999999.99902
per,2015,604416000000.00195
per,2016,647668000000.00098
per,2017,687989000000.00195
per,2018,731514000000
per,2019,762476000000.00098
per,2020,706019999999.99902
phl,1990,1227305776345.15991
phl,1991,1422290089579.66992
phl,1992,1540801128871.70996
phl,1993,1681631745412.38989
phl,1994,1931755924168.90967
phl,1995,2175562892141.5
phl,1996,2480139814610.31006
phl,1997,2772074275720.12939
phl,1998,3046222105560.77979
phl,1999,3347587190100.18945
phl,2000,3697556200000
phl,2001,4024398940183.8999
phl,2002,4350559772133.92969
phl,2003,4717808940485.19043
phl,2004,5323904177200.01953
phl,2005,5917282301168.33984
phl,2006,6550417112922.95996
phl,2007,7198244887764.44043
phl,2008,8050200620568.55078
phl,2009,8390421456270.65918
phl,2010,9399450758073.91016
phl,2011,10144661326781.69922
phl,2012,11060588830567.5
phl,2013,12050591984260.59961
phl,2014,13206828251691.90039
phl,2015,13944157447764.69922
phl,2016,15132381470173.30078
phl,2017,16556651083225.90039
phl,2018,18265190258161.69531
phl,2019,19517863171682
phl,2020,17938582424182.30078
plw,2000,147901259.34793
plw,2001,158627973.90002
plw,2002,164973784.35425
plw,2003,155650993.16965
plw,2004,166997023.23621
plw,2005,192540704.77257
plw,2006,194491356.56027
plw,2007,201078079.33428
plw,2008,200457550.66504
plw,2009,189578484.092
plw,2010,187981365.82602
plw,2011,199069701.59836
plw,2012,214726171.6894
plw,2013,223541156.50293
plw,2014,244319060.58792
plw,2015,283532165.78426
plw,2016,298300000
plw,2017,285300000
plw,2018,284700000
plw,2019,274200000
plw,2020,257700000
png,1990,4825531420.0596
png,1991,5655983384.74966
png,1992,6624477988.0735
png,1993,7634855982.89191
png,1994,8675195504.95924
png,1995,9717417426.6443
png,1996,10658617235.511
png,1997,11105530278.0879
png,1998,12241244714.1204
png,1999,13848500254.3951
