phase_from,phase_to,year,amount
Gas,Industry,2044,86.5800
Geothermal,Electricity grid,2044,97.0130
H2 conversion,H2,2044,35.8970
H2 conversion,Losses,2044,20.2420
H2,Road transport,2044,106.8970
Hydro,Electricity grid,2044,28.9950
Liquid,Industry,2044,126.0660
Liquid,International shipping,2044,172.6900
Liquid,Road transport,2044,201.8350
Liquid,Domestic aviation,2044,33.4580
Liquid,International aviation,2044,301.2670
Liquid,Agriculture,2044,5.6400
Liquid,National navigation,2044,111.2180
Liquid,Rail transport,2044,87.4130
Marine algae,Bio-conversion,2044,57.3750
Ngas,Gas,2044,217.9520
Nuclear,Thermal generation,2044,854.9780
Oil imports,Oil,2044,579.2870
Oil reserves,Oil,2044,182.7030
Oil,Liquid,2044,635.9900
Other waste,Solid,2044,112.5870
Other waste,Bio-conversion,2044,170.8100
Pumped heat,Heating and cooling - homes,2044,225.0260
Pumped heat,Heating and cooling - commercial,2044,135.6720
Solar PV,Electricity grid,2044,110.9010
Solar Thermal,Heating and cooling - homes,2044,35.2630
Solar,Solar Thermal,2044,63.2630
Solar,Solar PV,2044,146.9010
Solid,Agriculture,2044,47.8820
Solid,Thermal generation,2044,441.1200
Solid,Industry,2044,75.4770
Thermal generation,Electricity grid,2044,598.5310
Thermal generation,Losses,2044,814.1290
Thermal generation,District heating,2044,115.3290
Tidal,Electricity grid,2044,75.4520
UK land based bioenergy,Bio-conversion,2044,201.0100
Wave,Electricity grid,2044,54.0130
Wind,Electricity grid,2044,379.3660
Agricultural 'waste',Bio-conversion,2045,184.7290
Bio-conversion,Liquid,2045,99.5970
Bio-conversion,Losses,2045,88.8620
Bio-conversion,Solid,2045,291.3220
Bio-conversion,Gas,2045,135.1440
Biofuel imports,Liquid,2045,40.0000
Biomass imports,Solid,2045,102.0000
Coal imports,Coal,2045,38.6060
Coal reserves,Coal,2045,98.9650
Coal,Solid,2045,173.5710
District heating,Industry,2045,48.6390
District heating,Heating and cooling - commercial,2045,33.5050
District heating,Heating and cooling - homes,2045,139.1840
Electricity grid,Over generation / exports,2045,114.4530
Electricity grid,Heating and cooling - homes,2045,181.7260
Electricity grid,H2 conversion,2045,57.1400
Electricity grid,Industry,2045,419.1650
Electricity grid,Road transport,2045,58.7970
Electricity grid,Agriculture,2045,91.4120
Electricity grid,Heating and cooling - commercial,2045,97.8580
Electricity grid,Losses,2045,101.6910
Electricity grid,Rail transport,2045,71.8630
Electricity grid,Lighting & appliances - commercial,2045,155.0080
Electricity grid,Lighting & appliances - homes,2045,166.4940
Gas imports,Ngas,2045,123.7190
Gas reserves,Ngas,2045,160.2330
Gas,Heating and cooling - commercial,2045,67.1290
Gas,Losses,2045,76.4010
Gas,Thermal generation,2045,200.8910
Gas,Agriculture,2045,11.0960
Gas,Industry,2045,79.5800
Geothermal,Electricity grid,2045,45.0130
H2 conversion,H2,2045,98.8970
H2 conversion,Losses,2045,77.2420
H2,Road transport,2045,110.8970
Hydro,Electricity grid,2045,87.9950
Liquid,Industry,2045,134.0660
Liquid,International shipping,2045,182.6900
Liquid,Road transport,2045,182.8350
Liquid,Domestic aviation,2045,111.4580
Liquid,International aviation,2045,223.2670
Liquid,Agriculture,2045,67.6400
Liquid,National navigation,2045,52.2180
Liquid,Rail transport,2045,58.4130
Marine algae,Bio-conversion,2045,20.3750
Ngas,Gas,2045,171.9520
Nuclear,Thermal generation,2045,920.9780
Oil imports,Oil,2045,596.2870
Oil reserves,Oil,2045,178.7030
Oil,Liquid,2045,672.9900
Other waste,Solid,2045,130.5870
Other waste,Bio-conversion,2045,83.8100
Pumped heat,Heating and cooling - homes,2045,252.0260
Pumped heat,Heating and cooling - commercial,2045,137.6720
Solar PV,Electricity grid,2045,125.9010
Solar Thermal,Heating and cooling - homes,2045,69.2630
Solar,Solar Thermal,2045,82.2630
Solar,Solar PV,2045,72.9010
Solid,Agriculture,2045,67.8820
Solid,Thermal generation,2045,456.1200
Solid,Industry,2045,109.4770
Thermal generation,Electricity grid,2045,578.5310
Thermal generation,Losses,2045,787.1290
Thermal generation,District heating,2045,160.3290
Tidal,Electricity grid,2045,9.4520
UK land based bioenergy,Bio-conversion,2045,242.0100
Wave,Electricity grid,2045,22.0130
Wind,Electricity grid,2045,315.3660
Agricultural 'waste',Bio-conversion,2046,195.7290
Bio-conversion,Liquid,2046,55.5970
Bio-conversion,Losses,2046,87.8620
Bio-conversion,Solid,2046,343.3220
Bio-conversion,Gas,2046,116.1440
Biofuel imports,Liquid,2046,93.0000
Biomass imports,Solid,2046,95.0000
Coal imports,Coal,2046,81.6060
Coal reserves,Coal,2046,75.9650
Coal,Solid,2046,164.5710
District heating,Industry,2046,87.6390
District heating,Heating and cooling - commercial,2046,102.5050
District heating,Heating and cooling - homes,2046,124.1840
Electricity grid,Over generation / exports,2046,170.4530
Electricity grid,Heating and cooling - homes,2046,115.7260
Electricity grid,H2 conversion,2046,113.1400
Electricity grid,Industry,2046,435.1650
Electricity grid,Road transport,2046,122.7970
Electricity grid,Agriculture,2046,95.4120
Electricity grid,Heating and cooling - commercial,2046,133.8580
Electricity grid,Losses,2046,106.6910
Electricity grid,Rail transport,2046,95.8630
Electricity grid,Lighting & appliances - commercial,2046,186.0080
Electricity grid,Lighting & appliances - homes,2046,112.4940
Gas imports,Ngas,2046,41.7190
Gas reserves,Ngas,2046,116.2330
Gas,Heating and cooling - commercial,2046,69.1290
Gas,Losses,2046,28.4010
Gas,Thermal generation,2046,202.8910
Gas,Agriculture,2046,101.0960
Gas,Industry,2046,116.5800
Geothermal,Electricity grid,2046,102.0130
H2 conversion,H2,2046,75.8970
H2 conversion,Losses,2046,46.2420
H2,Road transport,2046,28.8970
Hydro,Electricity grid,2046,55.9950
Liquid,Industry,2046,128.0660
Liquid,International shipping,2046,154.6900
Liquid,Road transport,2046,186.8350
Liquid,Domestic aviation,2046,45.4580
Liquid,International aviation,2046,248.2670
Liquid,Agriculture,2046,25.6400
Liquid,National navigation,2046,42.2180
Liquid,Rail transport,2046,61.4130
Marine algae,Bio-conversion,2046,31.3750
Ngas,Gas,2046,193.9520
Nuclear,Thermal generation,2046,929.9780
Oil imports,Oil,2046,545.2870
Oil reserves,Oil,2046,165.7030
Oil,Liquid,2046,677.9900
Other waste,Solid,2046,152.5870
Other waste,Bio-conversion,2046,108.8100
Pumped heat,Heating and cooling - homes,2046,220.0260
Pumped heat,Heating and cooling - commercial,2046,105.6720
Solar PV,Electricity grid,2046,59.9010
Solar Thermal,Heating and cooling - homes,2046,74.2630
Solar,Solar Thermal,2046,48.2630
Solar,Solar PV,2046,153.9010
Solid,Agriculture,2046,18.8820
Solid,Thermal generation,2046,467.1200
Solid,Industry,2046,114.4770
Thermal generation,Electricity grid,2046,621.5310
Thermal generation,Losses,2046,849.1290
Thermal generation,District heating,2046,127.3290
Tidal,Electricity grid,2046,67.4520
UK land based bioenergy,Bio-conversion,2046,196.0100
Wave,Electricity grid,2046,59.0130
Wind,Electricity grid,2046,349.3660
Agricultural 'waste',Bio-conversion,2047,138.7290
Bio-conversion,Liquid,2047,50.5970
Bio-conversion,Losses,2047,97.8620
Bio-conversion,Solid,2047,315.3220
Bio-conversion,Gas,2047,170.1440
Biofuel imports,Liquid,2047,46.0000
Biomass imports,Solid,2047,79.0000
Coal imports,Coal,2047,58.6060
Coal reserves,Coal,2047,102.9650
Coal,Solid,2047,172.5710
District heating,Industry,2047,15.6390
District heating,Heating and cooling - commercial,2047,83.5050
District heating,Heating and cooling - homes,2047,130.1840
Electricity grid,Over generation / exports,2047,200.4530
Electricity grid,Heating and cooling - homes,2047,184.7260
Electricity grid,H2 conversion,2047,54.1400
Electricity grid,Industry,2047,433.1650
Electricity grid,Road transport,2047,46.7970
Electricity grid,Agriculture,2047,88.4120
Electricity grid,Heating and cooling - commercial,2047,111.8580
Electricity grid,Losses,2047,118.6910
Electricity grid,Rail transport,2047,97.8630
Electricity grid,Lighting & appliances - commercial,2047,168.0080
Electricity grid,Lighting & appliances - homes,2047,162.4940
Gas imports,Ngas,2047,115.7190
Gas reserves,Ngas,2047,140.2330
Gas,Heating and cooling - commercial,2047,70.1290
Gas,Losses,2047,95.4010
Gas,Thermal generation,2047,233.8910
Gas,Agriculture,2047,53.0960
Gas,Industry,2047,129.5800
Geothermal,Electricity grid,2047,87.0130
H2 conversion,H2,2047,32.8970
H2 conversion,Losses,2047,57.2420
H2,Road transport,2047,100.8970
Hydro,Electricity grid,2047,67.9950
Liquid,Industry,2047,220.0660
Liquid,International shipping,2047,201.6900
Liquid,Road transport,2047,154.8350
Liquid,Domestic aviation,2047,33.4580
Liquid,International aviation,2047,262.2670
Liquid,Agriculture,2047,96.6400
Liquid,National navigation,2047,95.2180
Liquid,Rail transport,2047,73.4130
Marine algae,Bio-conversion,2047,21.3750
Ngas,Gas,2047,204.9520
Nuclear,Thermal generation,2047,930.9780
Oil imports,Oil,2047,570.2870
Oil reserves,Oil,2047,189.7030
Oil,Liquid,2047,651.9900
Other waste,Solid,2047,83.5870
Other waste,Bio-conversion,2047,169.8100
Pumped heat,Heating and cooling - homes,2047,229.0260
Pumped heat,Heating and cooling - commercial,2047,73.6720
Solar PV,Electricity grid,2047,111.9010
Solar Thermal,Heating and cooling - homes,2047,72.2630
Solar,Solar Thermal,2047,57.2630
Solar,Solar PV,2047,68.9010
Solid,Agriculture,2047,46.8820
Solid,Thermal generation,2047,414.1200
Solid,Industry,2047,86.4770
Thermal generation,Electricity grid,2047,568.5310
Thermal generation,Losses,2047,846.1290
Thermal generation,District heating,2047,111.3290
Tidal,Electricity grid,2047,21.4520
UK land based bioenergy,Bio-conversion,2047,268.0100
Wave,Electricity grid,2047,33.0130
Wind,Electricity grid,2047,318.3660
Agricultural 'waste',Bio-conversion,2048,220.7290
Bio-conversion,Liquid,2048,3.5970
Bio-conversion,Losses,2048,39.8620
Bio-conversion,Solid,2048,280.3220
Bio-conversion,Gas,2048,117.1440
Biofuel imports,Liquid,2048,56.0000
Biomass imports,Solid,2048,106.0000
Coal imports,Coal,2048,57.6060
Coal reserves,Coal,2048,155.9650
Coal,Solid,2048,143.5710
District heating,Industry,2048,40.6390
District heating,Heating and cooling - commercial,2048,98.5050
District heating,Heating and cooling - homes,2048,60.1840
Electricity grid,Over generation / exports,2048,191.4530
Electricity grid,Heating and cooling - homes,2048,169.7260
Electricity grid,H2 conversion,2048,83.1400
Electricity grid,Industry,2048,409.1650
Electricity grid,Road transport,2048,96.7970
Electricity grid,Agriculture,2048,59.4120
Electricity grid,Heating and cooling - commercial,2048,59.8580
Electricity grid,Losses,2048,63.6910
Electricity grid,Rail transport,2048,72.8630
Electricity grid,Lighting & appliances - commercial,2048,132.0080
Electricity grid,Lighting & appliances - homes,2048,142.4940
Gas imports,Ngas,2048,84.7190
Gas reserves,Ngas,2048,102.2330
Gas,Heating and cooling - commercial,2048,40.1290
Gas,Losses,2048,37.4010
Gas,Thermal generation,2048,232.8910
Gas,Agriculture,2048,71.0960
Gas,Industry,2048,131.5800
Geothermal,Electricity grid,2048,23.0130
H2 conversion,H2,2048,74.8970
H2 conversion,Losses,2048,87.2420
H2,Road transport,2048,86.8970
Hydro,Electricity grid,2048,25.9950
Liquid,Industry,2048,217.0660
Liquid,International shipping,2048,161.6900
Liquid,Road transport,2048,192.8350
Liquid,Domestic aviation,2048,18.4580
Liquid,International aviation,2048,279.2670
Liquid,Agriculture,2048,32.6400
Liquid,National navigation,2048,60.2180
Liquid,Rail transport,2048,30.4130
Marine algae,Bio-conversion,2048,49.3750
Ngas,Gas,2048,217.9520
Nuclear,Thermal generation,2048,917.9780
Oil imports,Oil,2048,569.2870
Oil reserves,Oil,2048,197.7030
Oil,Liquid,2048,646.9900
Other waste,Solid,2048,73.5870
Other waste,Bio-conversion,2048,106.8100
Pumped heat,Heating and cooling - homes,2048,215.0260
Pumped heat,Heating and cooling - commercial,2048,164.6720
Solar PV,Electricity grid,2048,83.9010
Solar Thermal,Heating and cooling - homes,2048,32.2630
Solar,Solar Thermal,2048,61.2630
Solar,Solar PV,2048,62.9010
Solid,Agriculture,2048,96.8820
Solid,Thermal generation,2048,406.1200
Solid,Industry,2048,118.4770
Thermal generation,Electricity grid,2048,617.5310
Thermal generation,Losses,2048,834.1290
Thermal generation,District heating,2048,153.3290
Tidal,Electricity grid,2048,54.4520
UK land based bioenergy,Bio-conversion,2048,203.0100
Wave,Electricity grid,2048,98.0130
Wind,Electricity grid,2048,356.3660
Agricultural 'waste',Bio-conversion,2049,178.7290
Bio-conversion,Liquid,2049,27.5970
Bio-conversion,Losses,2049,34.8620
Bio-conversion,Solid,2049,285.3220
Bio-conversion,Gas,2049,102.1440
Biofuel imports,Liquid,2049,55.0000
Biomass imports,Solid,2049,125.0000
Coal imports,Coal,2049,15.6060
Coal reserves,Coal,2049,155.9650
Coal,Solid,2049,148.5710
District heating,Industry,2049,105.6390
District heating,Heating and cooling - commercial,2049,91.5050
District heating,Heating and cooling - homes,2049,119.1840
Electricity grid,Over generation / exports,2049,196.4530
Electricity grid,Heating and cooling - homes,2049,184.7260
Electricity grid,H2 conversion,2049,62.1400
Electricity grid,Industry,2049,389.1650
Electricity grid,Road transport,2049,123.7970
Electricity grid,Agriculture,2049,92.4120
Electricity grid,Heating and cooling - commercial,2049,134.8580
Electricity grid,Losses,2049,113.6910
Electricity grid,Rail transport,2049,47.8630
Electricity grid,Lighting & appliances - commercial,2049,185.0080
Electricity grid,Lighting & appliances - homes,2049,110.4940
Gas imports,Ngas,2049,102.7190
Gas reserves,Ngas,2049,129.2330
Gas,Heating and cooling - commercial,2049,9.1290
Gas,Losses,2049,18.4010
Gas,Thermal generation,2049,243.8910
Gas,Agriculture,2049,60.0960
Gas,Industry,2049,103.5800
Geothermal,Electricity grid,2049,18.0130
H2 conversion,H2,2049,83.8970
H2 conversion,Losses,2049,11.2420
H2,Road transport,2049,117.8970
Hydro,Electricity grid,2049,24.9950
Liquid,Industry,2049,128.0660
Liquid,International shipping,2049,202.6900
Liquid,Road transport,2049,200.8350
Liquid,Domestic aviation,2049,104.4580
Liquid,International aviation,2049,235.2670
Liquid,Agriculture,2049,18.6400
Liquid,National navigation,2049,109.2180
Liquid,Rail transport,2049,16.4130
Marine algae,Bio-conversion,2049,50.3750
Ngas,Gas,2049,154.9520
Nuclear,Thermal generation,2049,874.9780
Oil imports,Oil,2049,529.2870
Oil reserves,Oil,2049,172.7030
Oil,Liquid,2049,679.9900
Other waste,Solid,2049,112.5870
Other waste,Bio-conversion,2049,96.8100
Pumped heat,Heating and cooling - homes,2049,216.0260
Pumped heat,Heating and cooling - commercial,2049,164.6720
Solar PV,Electricity grid,2049,134.9010
Solar Thermal,Heating and cooling - homes,2049,115.2630
Solar,Solar Thermal,2049,34.2630
Solar,Solar PV,2049,102.9010
Solid,Agriculture,2049,12.8820
Solid,Thermal generation,2049,462.1200
Solid,Industry,2049,46.4770
Thermal generation,Electricity grid,2049,553.5310
Thermal generation,Losses,2049,876.1290
Thermal generation,District heating,2049,165.3290
Tidal,Electricity grid,2049,64.4520
UK land based bioenergy,Bio-conversion,2049,263.0100
Wave,Electricity grid,2049,114.0130
Wind,Electricity grid,2049,346.3660
